ResponseID,Interface,Webam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,AvgWork,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgPersonal,chatting with a friend.,focusing on the document person A is talking about.,AvgMeeting,looking at a document for another project.,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude
R_0jQiFh8B7FooFwx,bigsmall,main,37.1.208.156,9/23/2015 1:05,9/23/2015 1:16,4409happy,Chrome,45.0.2454.99,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,89.498,0,34.812,66.42,28.852,5,1,,,1,,1,,a local newspaper would be great,it would be even,20.931,37.646,38.623,6,3,4,4,3,4,4,16.49,27.941,29.185,4,4,3,3,14.953,30.261,32.102,10,4,4,4,,3,4,4,,3,3,,3,,,,,,,6.817,19.41,21.539,3,1,4,4,45.50830078,-110.2259979
R_1kLDhGmzRR2P9UZ,bigsmall,main,174.108.51.7,9/23/2015 1:14,9/23/2015 1:17,5301happy,Edge,12.1024,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",137.57,137.57,138.602,1,0.777,3.555,8.892,5,1,1,1,,,,,talking,chatting,0.894,5.454,6.253,8,1,2,2,3,4,4,0.975,2.056,2.962,3,1,2,3,1.299,7.17,8.167,10,1,2,3,,4,5,5,,4,3,,2,,,,,,,1.023,7.113,19.917,6,1,3,1,35.58900452,-80.76799774
R_1la6YT7CTWKsDaG,bigsmall,main,216.185.58.102,9/23/2015 1:20,9/23/2015 1:22,6263happy,Firefox,40,Windows NT 6.1,1280x1024,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,71.353,0,0.699,2.787,23.318,4,1,1,,1,,,,Rubia ojos azules,latina cabello negro,1.028,4.331,4.754,7,5,5,4,4,5,5,1.503,2.551,3.077,3,5,4,5,1.353,4.137,4.709,7,3,4,3,,5,4,4,,5,5,,4,,,,,,,1.513,6.291,6.952,3,1,2,3,39.96530151,-83.02349854
R_zSvRlNcOROuCFAR,bigsmall,main,66.191.243.21,9/23/2015 2:03,9/23/2015 2:07,2517happy,Chrome,28.0.1500.94,Android 4.3,360x640,"Mozilla/5.0 (Linux; Android 4.3; en-us; SM-S975L Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36",0,0,75.672,0,1.883,20.826,44.687,5,1,,1,,1,,,discussing a new ad campaign,uninterested in conversation not focused,2.701,18.15,19.561,6,1,1,5,5,5,1,5.037,16.3,19.92,4,1,1,5,3.384,25.439,27.085,9,1,5,4,,1,2,3,,4,1,,4,,,,,,,1.19,6.185,7.986,3,2,4,2,36.27879333,-86.27120209
R_6RvayI6fMmCf8yZ,bigsmall,main,96.250.81.151,9/16/2015 2:03,9/16/2015 2:08,7278happy,Chrome,45.0.2454.85,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,76.673,0,8.41,25.434,37.774,3,1,,1,,1,,,speaking,listening,7.289,26.508,27.131,9,3,3,5,2,5,4,13.381,24.95,26.852,5,3,3,4,9.11,27.611,28.696,9,3,4,3,,4,4,3,,3,2,,3,,,,,,,2.496,8.279,11.448,4,1,4,2,,
R_3R2StkKDRKvVyjm,bigsmall,main,37.1.211.132,9/23/2015 2:20,9/23/2015 2:26,5438happy,Chrome,45.0.2454.99,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",12.221,84.826,87.28,4,13.389,20.658,68.365,5,1,,1,,,1,,Open a newspaper,all right,4.05,21.349,22.355,7,2,2,4,4,4,3,6.273,18.372,19.353,4,5,2,3,0.057,11.615,12.948,9,4,4,4,,2,4,4,,3,3,,3,,,,,,,2.372,9.706,10.801,6,1,4,4,45.50830078,-110.2259979
R_1EdmJY3169EFMbf,bigsmall,main,73.222.8.99,9/23/2015 3:28,9/23/2015 3:34,5922happy,Chrome,45.0.2454.93,Windows NT 6.0,1366x768,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,145.513,0,3.353,16.986,20.585,5,1,,1,,1,,,Stating these locations above,Listening,8.658,19.88,21.17,7,3,4,4,4,4,3,9.745,45.966,46.84,4,3,3,3,4.563,54.362,55.504,9,3,4,2,,4,4,4,,3,4,,4,,,,,,,0.993,5.769,6.734,3,1,2,7,37.27220154,-121.8435974
R_2wGe3TOZ8hegtfe,bigsmall,main,70.180.59.2,9/23/2015 4:31,9/23/2015 4:37,5877happy,Chrome,45.0.2454.99,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,75.046,0,4.831,58.934,77.08,6,1,,1,,1,,,telling person B how and what she wanted done,listening intensely,7.383,30.062,32.021,6,4,4,2,2,4,4,13.248,23.52,24.682,3,4,4,4,8.789,38.021,39.675,10,4,4,2,,4,2,2,,2,4,,2,,,,,,,3.209,21.794,24.915,3,1,5,5,30.59190369,-90.99130249
R_1OAVWNmcP1kYYsQ,bigsmall,main,100.6.22.25,9/23/2015 5:09,9/23/2015 5:12,1921happy,Chrome,45.0.2454.99,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",73.992,73.992,74.31,1,7.565,23.605,26.379,5,1,,1,,1,,,showing pictures,having an accent,1.811,37.102,40.46,13,2,2,5,3,5,2,5.768,10.808,11.091,4,2,2,2,3.36,20.298,25.048,13,3,3,2,,2,3,3,,3,2,,2,,,,,,,0.792,4.321,4.948,3,1,2,6,40.42950439,-80.01480103
R_2QgK0ZfjY2YGFCh,bigsmall,main,50.117.41.215,9/23/2015 5:42,9/23/2015 5:45,2086happy,Firefox,40,Windows NT 6.1,1280x1024,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,5.14,66.202,72.805,8,2.328,18.023,18.298,7,1,1,1,,,,,rubia blanca ojos azules,morena latina cabello negro,1.046,3.093,3.515,6,3,5,4,5,5,4,0.692,2.58,3.535,5,5,2,2,2.156,6.388,7.53,9,2,3,3,,4,3,4,,4,5,,4,,,,,,,1.201,3.912,4.831,3,1,2,7,37.37210083,-121.8643036
R_25XzFl1G2FeV3H6,bigsmall,main,76.167.68.73,9/23/2015 5:41,9/23/2015 5:47,5932happy,Chrome,45.0.2454.93,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",88.479,88.479,90.254,1,3.622,11.204,34.269,5,1,,1,,1,,,A was doing most of the talking,B was listening and agreeing but looked like she was distracted for a minute,12.875,33.792,35.76,6,4,3,5,4,5,4,8.646,21.154,22.556,3,4,2,3,5.228,33.451,35.317,11,2,4,2,,5,4,3,,1,2,,4,,,,,,,6.485,17.085,19.494,4,2,4,2,32.88969421,-117.1335983
R_3n1v9z42BXvWOjv,bigsmall,main,66.171.228.93,9/23/2015 6:36,9/23/2015 6:40,9801happy,Chrome,45.0.2454.99,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,72.917,0,13.116,82.636,83.928,6,1,,1,,1,,,explain ideas for marketing,listening to what they say but seems distracted,3.745,13.833,16.237,8,3,3,4,3,5,2,3.997,18.892,19.467,6,1,2,4,3.33,19.77,20.399,10,2,4,2,,3,4,3,,4,3,,3,,,,,,,4.787,9.857,11.006,3,1,3,1,33.84030151,-118.3538971
R_saNPNZVMFrlX4k1,bigsmall,main,50.166.199.133,9/23/2015 6:46,9/23/2015 6:48,2162happy,Chrome,45.0.2454.99,Windows NT 6.1,1360x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",1.939,74.649,75.775,3,3.174,4.951,18.98,4,,1,,1,,1,,talking about a thing,talking too,0.961,3.508,4.122,6,2,3,4,4,5,4,0.781,1.734,2.208,3,2,3,4,0.891,5.515,5.968,10,2,3,4,,3,4,4,,5,4,,3,,,,,,,0.831,6.751,7.985,9,1,2,1,39.9571991,-74.91619873
R_2zdnYwoXpUEfofq,bigsmall,main,174.111.78.124,9/23/2015 6:46,9/23/2015 6:50,4340happy,Chrome,45.0.2454.93,Windows NT 6.1,1680x1050,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,72.089,0,6.532,42.685,48.462,7,1,,1,,1,,,Listening to person B.,Talking toperson A.,11.764,26.166,26.514,7,5,5,2,2,4,4,13.205,16.938,17.671,3,4,4,4,11.369,24.191,24.854,9,2,2,2,,4,2,2,,2,4,,2,,,,,,,1.443,8.917,11.036,3,2,3,2,35.99519348,-79.92939758
R_2433mzaq58h3LX9,bigsmall,main,144.36.225.80,9/23/2015 6:51,9/23/2015 7:06,2908happy,Chrome,45.0.2454.93,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",50.115,50.115,99.988,1,6.711,17.062,86.706,4,1,,1,,1,,,She is guiding person B about where she can start add campaigns,"She looks like junior of person A, and listening to opinion shared by Person A",8.64,48.652,49.37,6,5,2,5,5,5,5,24.21,37.189,38.318,3,2,2,4,10.712,41.055,41.878,9,5,2,2,,4,4,5,,4,5,,2,,,,,,,2.212,9.642,11.009,3,1,3,7,28.66670227,77.21670532
R_2Sw5hJtKNcI5uvu,bigsmall,main,216.169.108.210,9/23/2015 8:29,9/23/2015 8:33,3089happy,Chrome,45.0.2454.99,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,80.576,0,20.886,45.942,53.968,3,,1,,,1,1,,good job,very good job,9.088,18.048,19.162,6,4,3,4,3,5,5,6.917,13.668,14.725,3,3,4,4,12.487,34.184,34.699,9,3,4,4,,4,3,2,,2,4,,4,,,,,,,2.74,13.487,16.31,3,1,4,1,40.84669495,-74.19999695
R_2ceJA1YqkGKi7Qf,bigsmall,main,54.171.75.163,9/23/2015 8:35,9/23/2015 8:40,3620happy,Chrome,45.0.2454.99,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,80.321,0,3.253,97.555,106.243,8,,1,,,1,1,,good job,very good job,3.32,9.013,9.728,8,3,3,4,3,4,3,42.807,44.202,45.513,3,2,3,3,4.439,12.596,13.208,10,3,4,3,,4,4,3,,3,2,,4,,,,,,,5.873,10.371,12.244,3,1,4,1,53.33309937,-6.248901367
R_2S7CFd8Ow7yldHp,bigsmall,main,212.81.22.220,9/23/2015 9:23,9/23/2015 9:28,7667happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,91.989,0,2.074,65.174,68.028,6,,,1,1,,1,,A person tells you exactly where it will be placed,Person B listens precise instructions,8.058,23.911,24.845,6,1,1,3,3,1,1,9.261,13.279,14.045,3,2,2,2,14.233,40.442,41.189,9,3,4,2,,5,4,1,,1,4,,2,,,,,,,1.483,10.764,13.812,3,1,3,3,48.81590271,20.89610291
R_2sR258K0BdE1fnD,bigsmall,control,24.165.145.54,9/14/2015 16:51,9/14/2015 16:55,3725happy,Firefox,40,Windows NT 5.1,1024x768,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,76.215,76.215,77.129,1,4.428,63.78,65.311,6,1,,1,,1,,,being very talkative and explaining things,being very nontalkative just going with the flow like she didnt even care,5.302,22.19,23.053,7,1,1,5,5,5,1,7.882,15.266,16.034,3,1,1,1,4.968,26.625,27.59,12,1,5,5,,1,1,3,,5,1,,5,,,,,,,2.607,12.504,13.334,6,2,4,4,42.10670471,-80.10790253
R_dglfeNL4So4tqRH,bigsmall,control,15.219.169.71,9/14/2015 16:53,9/14/2015 16:56,7888happy,Firefox,40,Windows NT 6.1,1280x1024,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,72.268,0,5.969,19.681,28.787,5,1,,1,,1,,,She was providing instructions,She was working on a computer,5.709,27.38,28.322,6,4,4,4,3,5,4,3.671,4.631,5.818,3,4,3,4,6.81,23.86,25.265,12,4,4,1,,4,3,1,,1,3,,4,,,,,,,1.409,7.266,8.358,3,1,3,2,37.37620544,-122.1826019
R_3t5aKfPuAwx5aSt,bigsmall,control,207.244.72.195,9/14/2015 16:53,9/14/2015 17:01,1872happy,Chrome,45.0.2454.85,Windows NT 6.1,1024x600,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,72.878,0,64.701,209.485,214.734,8,1,,1,,1,,,the person A is assigning a task to person B,Person B are listening carefully to what the person A is saying,3.996,35.866,36.869,7,5,5,1,4,5,5,8.104,17.706,25.719,3,5,5,5,11.677,33.951,34.48,11,1,1,1,,5,1,1,,1,5,,1,,,,,,,2.45,12.606,14.975,3,1,3,2,38.79319763,-77.53659821
R_1NFw8AMAgEqzBIw,bigsmall,control,173.48.52.95,9/14/2015 17:59,9/14/2015 18:08,7974happy,Chrome,45.0.2454.85,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,76.525,0,6.435,96.263,184.811,5,1,,1,,1,,,Person a was presenting ideas about advertising locations to person b.  She appeared to be well prepared.  I did notice that the interaction didn't look normal;person b had no expression to speak of.,"I saw person b listening.  It was clear that she spoke a different language, but hopefully understood English.  Person b could have been listening to anyone.  Her reaction didn't seem to fit with the comments made by person a.",7.685,31.604,32.509,6,5,5,1,1,5,5,8.666,20.69,21.745,3,4,5,3,6.703,36.737,38.77,11,1,1,1,,4,1,1,,1,4,,1,,,,,,,4.8,13.519,15.554,4,2,5,2,41.91130066,-71.12999725
R_3PT4mAqpxXoBUJI,bigsmall,control,73.38.174.116,9/14/2015 18:05,9/14/2015 18:09,6506happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",72.147,72.147,73.604,1,2.593,18.784,25.923,5,1,,1,,1,,,Talking about locations for the advertising.,"Sitting there, watching and listening.",9.017,18.425,19.18,6,4,3,2,2,5,3,6.423,10.599,12.069,3,4,3,2,5.479,16.406,22.55,9,3,3,3,,3,3,3,,3,3,,3,,,,,,,1.044,5.308,5.758,4,2,3,1,42.66099548,-72.04889679
R_1r66TbCNYjKe2ix,bigsmall,control,162.220.160.157,9/14/2015 18:16,9/14/2015 18:25,7872happy,Firefox,40,Windows NT 6.1,1280x800,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,88.355,0,6.903,189.813,192.381,18,1,,1,1,,,,presenting the marketing campain offer -costs -and siting on chair,getting info from the agent and siting on chair,14.438,72.269,75.368,8,5,5,3,2,4,1,11.288,34.446,35.11,4,2,3,2,25.98,100.327,101.482,10,5,4,3,,5,4,1,,1,4,,2,,,,,,,2.252,23.997,25.567,4,1,3,3,40.789505,-74.0565033
R_1rCfWF7BLSAVDgd,bigsmall,control,108.71.210.230,9/14/2015 18:36,9/14/2015 18:43,4179happy,Firefox,40,Windows NT 5.1,1680x1050,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,107.537,0,4.581,58.619,79.094,6,1,,1,,1,,,Person A was looking straight ahead and describing locations for an ad campaign.,Person B was attentive and looked straight ahead.,5.102,16.105,17.361,6,5,5,1,1,5,5,24.381,36.264,37.572,4,4,4,3,8.853,23.002,24.694,11,1,1,1,,5,1,1,,1,4,,1,,,,,,,3.022,11.542,13.284,3,1,5,2,40.04559326,-86.00859833
R_3maC6kvYZAIjB1p,bigsmall,control,207.244.72.200,9/14/2015 18:57,9/14/2015 19:03,7722happy,Chrome,44.0.2403.155,Windows NT 5.1,1152x864,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174",4.567,74.981,75.503,2,13.034,73.239,76.959,16,1,1,1,,,,,talking with person b,talking with person a,5.679,21.093,21.79,6,5,5,3,3,5,5,7.146,24.3,24.979,6,5,5,3,9.029,39.961,40.654,13,5,1,1,,5,1,1,,1,5,,1,,,,,,,1.713,18.712,19.123,7,2,4,3,38.79319763,-77.53659821
R_308YMwa3RD9KGDk,bigsmall,control,207.244.77.1,9/14/2015 19:07,9/14/2015 19:16,2934happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",71.584,71.584,73.614,1,49.942,61.828,62.305,5,1,,,1,,1,,noting ,noting ,5.836,8.762,10.98,7,4,5,4,5,4,4,91.302,95.625,96.439,3,4,2,2,2.322,20.833,21.146,16,4,5,4,,3,4,5,,2,3,,2,,,,,,,60.618,72.846,73.722,5,1,2,4,38.79319763,-77.53659821
R_W8wNaMmEixGonnj,bigsmall,control,50.118.172.235,9/14/2015 16:38,9/14/2015 19:46,4629happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",9.108,9.108,82.987,1,14.848,38.665,45.954,6,,1,,1,,1,,Very fine,Very Fine,1.304,4.329,9.188,7,3,4,4,4,5,4,1.186,2.226,3.789,3,3,4,5,19.175,25.516,27.404,9,4,3,4,,4,5,4,,5,4,,4,,,,,,,1.033,5.787,6.789,4,1,3,3,37.33380127,-121.8914948
R_2zOVyP0zAXyHkJo,bigsmall,control,173.245.65.39,9/14/2015 20:09,9/14/2015 20:15,6069happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x800,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",27.685,58.219,97.732,6,17.686,116.765,117.589,3,1,1,,,,1,,she was receiving instructions on a theme,Person B seemed to be giving some kind of instructions or giving guidance on an issue,10.901,31.829,32.416,6,5,5,2,2,5,5,6.651,17.036,17.739,3,5,5,4,9.781,30.209,31.118,12,4,4,5,,5,4,5,,4,5,,4,,,,,,,3.02,11.867,13.584,3,1,2,5,25.72669983,-80.2358017
R_3nDIC7maYDACMnf,bigsmall,control,165.225.128.17,9/14/2015 20:53,9/14/2015 20:59,2966happy,Chrome,41.0.2228.0,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36",0,0,82.318,0,71.654,212.838,221.082,12,,1,,1,,1,,Ask location,"she answer person A : "" Yes""",1.188,3.599,4.191,6,4,2,2,4,3,5,1.2,2.783,3.765,3,4,2,3,1.389,6.341,6.813,6,4,4,1,,1,3,5,,3,4,,4,,,,,,,1.327,10.917,13.367,3,2,2,7,39.04370117,-77.48750305
R_22R0a5fUiVMQqWI,bigsmall,control,207.244.83.98,9/14/2015 22:22,9/14/2015 22:32,9379happy,Chrome,45.0.2454.85,Windows NT 10.0,1440x900,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.176,0,30.822,237.794,239.853,13,1,,1,,1,,,Person A was asking the opinion of the person B,Person B was listening the person A,9.394,35.636,36.35,6,4,5,3,2,5,3,11.12,20.93,21.171,5,5,4,4,2.288,39.561,40.427,15,3,3,1,,5,1,1,,1,2,,2,,,,,,,1.149,11.094,12.527,3,1,2,3,38.79319763,-77.53659821
R_037HKALLcBLaxlD,bigsmall,control,172.164.31.174,9/14/2015 22:44,9/14/2015 23:07,1450happy,Chrome,36.0.1985.143,Windows NT 5.1,1152x864,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",0,0,92,0,430.715,1105.854,1119.624,7,1,,1,,1,,,person A is talking to person B,person B is talking to person A,6.22,30.178,30.725,7,5,5,3,3,5,5,17.781,24.697,25.837,3,5,5,5,0.376,5.586,13.112,5,2,2,1,,5,1,1,,1,1,,1,,,,,,,1.352,10.561,11.832,3,1,3,3,38,-97
R_6lBS7GMka5Mk0S1,bigsmall,control,76.232.182.5,9/14/2015 23:58,9/15/2015 0:03,6879happy,Safari,5.1.9,Macintosh,1920x1080,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",0,0,74.793,0,3.3,37.456,60.482,6,1,,1,,1,,,"Looked ahead and talked, led the discussion","Looked ahead and agreed, seemed involved in following what was said",7.614,18.864,22.259,6,5,5,1,1,5,5,7.536,14.071,15.077,3,4,4,5,7.086,25.407,26.576,10,2,2,2,,4,2,1,,1,3,,2,,,,,,,2.512,9.387,10.201,3,2,4,2,38.16990662,-121.9366989
R_ZgytyKLpXofFInn,bigsmall,control,74.71.209.2,9/15/2015 1:35,9/15/2015 1:42,6307happy,Firefox,40,Windows NT 6.1,1280x768,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,5.545,61.203,75.698,5,118.225,161.154,161.506,5,1,,1,,,1,,she explains something about positions,"she reponds ahja, haja, and haja",13.648,41.56,42.98,6,4,4,3,3,4,4,13.39,21.485,22.917,3,4,5,4,12.07,45.997,46.558,11,3,1,1,,5,2,1,,1,3,,4,,,,,,,2.009,10.337,13.16,3,1,2,2,40.64059448,-74.01689911
R_2gYh0iRyKsfh4w9,bigsmall,control,173.245.65.91,9/15/2015 2:57,9/15/2015 3:04,8410happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,79.256,0,31.25,52.883,62.117,2,,1,,1,,1,,no much,talking,7.692,10.404,11.95,8,5,4,4,5,4,4,34.53,40.896,42.258,5,5,4,4,12.563,21.588,22.016,12,4,3,3,,4,4,3,,3,4,,5,,,,,,,9.604,29.204,30.865,3,1,2,4,25.72669983,-80.2358017
R_33dwznJEqzijQJi,bigsmall,control,69.27.65.69,9/15/2015 3:03,9/15/2015 3:06,1296happy,Firefox,40,Windows NT 10.0,1366x768,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,39.118,39.118,83.885,1,2.499,12.833,16.008,6,1,1,,1,,,,nothing,talking,4.854,10.575,12.203,7,3,3,3,3,3,3,7.063,7.879,9.272,3,3,3,3,3.845,28.475,29.522,10,3,3,3,,3,3,3,,3,3,,3,,,,,,,1.457,13.609,14.73,7,1,4,2,36.68510437,-82.24040222
R_1cTUsGMNUmoc83G,bigsmall,control,66.56.229.109,9/15/2015 3:35,9/15/2015 3:40,9563happy,Chrome,45.0.2454.85,Windows NT 6.3,1600x900,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",75.543,75.543,76.481,1,7.61,30.415,31.307,4,1,,1,,,1,,person a was looking into the screen,person b was looking directly into the monitor,6.13,16.827,17.541,6,4,4,1,1,4,4,7.074,11.151,12.064,3,4,4,4,3.65,16.209,16.963,11,2,2,2,,4,2,2,,2,2,,2,,,,,,,1.318,8.441,9.44,5,2,4,3,34.24319458,-78.09960175
R_pniJBulTr8Y2egV,bigsmall,control,66.56.229.109,9/15/2015 3:42,9/15/2015 3:48,9880happy,Chrome,36.0.1985.97,Windows NT 6.3,1600x900,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/36.1.1.21 Chrome/36.0.1985.97 Safari/537.36",252.648,252.648,253.618,1,3.67,24.505,41.388,6,1,,1,,,1,,looking directly into camera,looking into monitor,2.458,5.135,5.801,6,4,4,4,4,4,4,2.176,3.31,3.986,3,4,4,4,1.373,13.289,14.139,13,2,2,2,,4,2,2,,2,2,,2,,,,,,,0.994,7.852,8.959,5,2,4,3,34.24319458,-78.09960175
