ResponseID,Interface,Webcam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocaitonCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",searching for other locations for the advertising campaign.,reading a personal email.,browsing Facebook.,listening to person A.,reading a work-related email from another co-worker.,chatting with another co-worker.,chatting with a friend.,focusing on the document person A is talking about.,looking at a document for another project.,AvgWork,AvgPersonal,AvgMeetin,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#","When person B switched to her second monitor, another webcam was used to record person B.",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Gender,What is your age?,"How often do you use video conferencing tools? For example, Skype, FaceTime, Google Hangouts etc.","This is the end of the survey, thank you for your participation.   Your unique code is: ...",LocationLatitude,LocationLongitude
R_3M9hhnWSXtiHiMA,sidebyside,main,54.174.77.195,9/8/2015 20:35,9/8/2015 20:39,3376happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",31.943,31.943,62.237,1,6.623,19.783,30.973,3,1,1,,,,1,,Talking to person B,Person B was listening to person A but looked away a few times,5.71,23.866,24.696,7,2,2,5,3,5,2,6.315,17.664,18.994,3,2,4,3,9.151,28.211,29.974,9,4,4,4,4,4,1,1,4,5,,,,,,,,,,,1.743,6.583,8.429,3,2,3,1,1,39.04370117,-77.48750305
R_2v62AEZBm97YhKA,sidebyside,main,24.206.203.72,9/8/2015 20:56,9/8/2015 21:00,2181happy,Chrome,45.0.2454.85,Windows NT 6.2,1440x900,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",70.756,70.756,72.112,1,1.594,7.138,51.485,4,1,,1,,1,,,telling her about this weeks work,did not seem concern,3.987,20.82,22.133,6,3,3,5,5,5,3,3.616,15.191,16.349,3,3,5,1,3.831,30.173,31.33,11,5,5,1,4,5,5,5,5,5,,,,,,,,,,,1.515,6.285,11.19,4,2,5,7,1,32.22590637,-95.38829803
R_3MiJ2vDprHTBK0c,sidebyside,main,68.3.199.162,9/8/2015 21:20,9/8/2015 21:26,4198happy,Chrome,39.0.2171.71,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",7.588,92.23,94.174,3,10.388,43.937,70.045,6,1,,1,,1,,,Continually talking to person b about billboards,Person B kept looking around and just saying uh huh,8.295,33.535,35.114,6,2,2,4,4,5,2,15.49,24.841,26.459,3,2,2,2,3.136,57.83,59.115,14,2,4,3,4,3,4,4,2,4,,,,,,,,,,,1.501,18.634,19.885,9,1,3,7,1,33.36729431,-111.9356995
R_wXBpT3doMvLlYVr,sidebyside,main,23.28.236.55,9/8/2015 21:35,9/8/2015 21:41,7852happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,81.702,0,5.449,94.58,142.58,7,1,,1,,1,,,They were just sitting and talking to the camera. They hardly moved or looked around at all. They were very focused on the conversation,She looked around a little bit during the conversation. She seemed to listen carefully to the other person. She was a bit nervous looking compared to person A.,3.387,16.374,18.103,10,5,5,3,2,5,5,4.401,9.049,12.665,3,5,5,5,7.654,22.57,24.201,13,5,1,1,5,1,1,1,5,1,,,,,,,,,,,1.039,9.176,12.676,4,1,4,4,1,42.28970337,-84.18409729
R_Ybqqsi1FJTFxGdb,sidebyside,main,99.61.28.207,9/8/2015 22:19,9/8/2015 22:23,2379happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",82.041,82.668,83.703,2,1.345,60.221,60.839,8,1,1,,1,,,,giving the information about the meeting to the person b,recieving the instructions and watching pictures ,5.036,24.52,25.219,8,4,4,4,3,5,4,3.347,11.998,12.73,3,4,4,4,1.34,23.759,24.476,12,5,2,2,5,2,1,1,4,3,,,,,,,,,,,1.276,7.291,7.941,7,1,3,3,1,29.46549988,-98.67279816
R_2YKTKTm71QLx0n9,sidebyside,main,209.58.128.137,9/9/2015 1:18,9/9/2015 1:29,5744happy,Chrome,44.0.2403.125,Linux i686,1920x1080,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36",0,0,305.799,0,11.657,101.776,103.826,6,1,,1,,,1,,ask questions,and observing the possibilities evalular,13.572,39.851,40.567,6,3,5,3,4,4,3,26.165,41.148,41.876,3,4,4,3,16.859,51.706,52.551,9,3,2,2,5,2,2,2,5,2,,,,,,,,,,,1.879,18.411,20.203,4,2,3,7,1,38.79319763,-77.53659821
R_2410kJkq27UCA2h,sidebyside,main,67.82.252.135,9/8/2015 16:11,9/8/2015 16:14,4408happy,Chrome,44.0.2403.157,Linux x86_64,1920x1080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",0,0,62.234,0,7.583,12.048,24.48,2,1,1,1,,,,,trying to explain,reacting porly,3.002,26.273,26.914,8,2,2,4,4,4,1,7.351,11.735,12.58,3,4,1,1,4.586,13.419,14.238,9,4,4,4,1,4,1,1,3,4,,,,,,,,,,,1.048,6.24,7.029,4,1,3,7,,,
R_1kZWmAatKJzmYfn,sidebyside,main,99.9.104.178,9/8/2015 16:19,9/8/2015 16:22,3928happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",39.496,39.496,62.184,1,0.883,3.579,52.427,4,1,,1,,1,,,"she was very engaged, trying to relay to the other person what needed to be looked at for advertising","she was listening at first, but got some kind of notification on her computer and started looking at that, and wasn't paying as much attention towards the end",1.638,17.004,17.724,9,1,1,5,3,5,2,4.382,8.929,9.538,3,1,2,4,4.418,20.981,21.6,10,3,4,4,2,4,4,4,2,4,,,,,,,,,,,0.809,5.325,6.144,4,2,4,2,,,
R_6ROq7tAAEqDa9OR,sidebyside,main,104.171.124.118,9/8/2015 16:45,9/8/2015 16:47,6731happy,Chrome,43.0.2357.134,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36",,,,,2.039,15.352,5.048,5,1,1,,1,,,,ok,ok,2.332,4.399,5.147,6,4,3,3,4,4,5,10.014,11.276,12.106,4,5,4,5,0.836,5.368,5.994,9,3,4,3,3,3,4,4,4,5,,,,,,,,,,,1.218,5.733,7.272,3,1,3,5,,,
R_3pa6NM1f3J827nd,sidebyside,main,209.58.128.137,9/8/2015 17:36,9/8/2015 17:41,4547happy,Chrome,44.0.2403.155,Windows NT 5.1,1152x864,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174",2.232,67.75,68.636,4,0.544,66.934,81.063,8,1,1,1,,,,,stay on the chayr,look in the left,5.785,26.625,27.379,6,1,2,2,2,5,2,11.321,13.303,13.876,3,4,4,3,7.226,26.026,26.596,12,4,4,3,3,3,3,3,3,3,,,,,,,,,,,1.344,9.668,10.321,7,1,4,3,,,
R_2EnKOHp0HsR9nPM,sidebyside,main,108.71.210.230,9/8/2015 17:35,9/8/2015 17:44,5760happy,Firefox,40,Windows NT 5.1,1680x1050,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,70.944,0,6.146,114.918,170.916,6,1,,1,,1,,,"Person A was looking down, probably at a monitor and describing different ad locations and the relative costs.","Person B was looking straight ahead most of the time, but occasionally looked to the right as person B described the ads.",5.107,43.484,44.955,8,4,4,3,2,4,4,21.04,37.381,38.216,3,4,4,4,10.185,36.595,44.131,11,2,2,2,4,3,2,2,4,2,,,,,,,,,,,2.117,15.231,17.745,4,1,5,2,,,
R_3RpydFnd28of5ay,sidebyside,main,12.168.136.2,9/8/2015 17:47,9/8/2015 17:52,8312happy,Chrome,45.0.2454.85,Windows NT 10.0,1024x768,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",3.699,79.593,80.262,5,5.507,35.737,36.862,13,1,1,1,1,1,1,,could not hear her,nothing,4.909,24.315,25.164,6,3,4,4,4,4,3,8.347,16.806,17.608,3,2,4,4,4.212,28.977,29.52,17,3,3,3,4,3,2,2,3,3,,,,,,,,,,,2.06,11.37,11.934,6,1,5,1,,,
R_eJoa1thSMcx7VS5,sidebyside,main,49.201.37.73,9/8/2015 17:49,9/8/2015 17:55,6343happy,Chrome,44.0.2403.133,Android 5.0,320x534,"Mozilla/5.0 (Linux; Android 5.0; Micromax Q372 Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Mobile Safari/537.36",0,0,94.1,0,9.633,48.26,84.96,5,1,,1,,1,,,Person A was describing about marketing campaign to person b,Person b was listening about the ideas. Voth of the persons were talking over video calling,15.207,45.69,47.84,7,4,3,4,3,5,2,13.362,28.489,29.027,3,2,3,4,13.782,50.036,51.728,9,4,3,2,4,4,2,1,4,3,,,,,,,,,,,1.184,10.052,11.773,3,1,2,6,,,
R_1Eg8lv9bRkEKa40,sidebyside,main,207.244.77.172,9/8/2015 19:11,9/8/2015 19:16,6974happy,Firefox,40,Windows NT 6.1,1440x900,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,83.863,0,8.734,50.046,68.505,6,,1,1,,,1,,The person A is asking some questions ,The person B is listening ,4.49,36.341,37.364,8,4,3,2,3,3,4,11.618,20.716,21.499,3,2,2,3,7.72,22.333,23.423,9,3,4,3,2,3,2,3,3,3,,,,,,,,,,,1.435,8.916,10.686,3,1,2,2,,,
R_5zI4MQHTQjGLrQ9,sidebyside,main,65.60.51.4,9/8/2015 20:36,9/8/2015 20:39,6537happy,Firefox,40,Windows NT 5.1,1152x864,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,,,,,1.4,30.301,35.887,12,1,1,,,1,,,baseball stadium,meeting point,9.686,12.015,12.681,6,2,2,2,4,3,2,1.349,2.002,3.069,3,2,4,2,1.322,5.37,6.025,10,1,2,3,1,2,2,4,2,2,,,,,,,,,,,2.102,9.357,10.952,8,1,2,5,,,
R_XprE7d4lM6lkiTT,sidebyside,main,76.189.57.110,9/9/2015 1:29,9/9/2015 1:32,9346happy,Firefox,40,Windows NT 6.2,1920x1080,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,76.05,0,7.011,29.536,39.711,7,1,,1,,1,,,Staring at screen. She was very focused.,She was fidgeting. She was not paying attention.,3.296,15.009,16.629,6,2,2,4,4,5,1,3.971,10.06,11.685,3,1,1,4,5.041,20.555,22.396,9,2,4,3,2,2,2,3,2,2,,,,,,,,,,,1.914,5.384,6.747,3,1,3,3,,,
R_eOLPp9Bb7N3gpt7,sidebyside,main,23.250.126.136,9/9/2015 2:00,9/9/2015 2:02,1329happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,74.254,0,3.624,7.937,11.246,2,1,1,1,,,,,hjtr,ty,5.881,10.672,11.573,5,5,5,5,5,5,5,2.4,3.608,4.124,4,5,5,5,2.144,5.863,6.901,9,4,4,4,4,4,4,4,4,4,,,,,,,,,,,1.313,10.569,13.898,3,1,2,1,,,
R_3KUzmytaSFpMp5Z,sidebyside,control,173.89.138.144,9/8/2015 16:12,9/8/2015 16:17,2946happy,Firefox,40,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,75.029,0,8.335,48.879,94.043,4,1,,1,1,,,,interacting through online chat about advertising.,sitting their and giving feedback to person a,7.816,28.298,29.71,6,4,3,2,2,5,2,14.275,29.979,30.827,3,2,2,1,14.238,45.486,49.304,9,1,4,3,2,2,2,2,2,3,,,,,,,,,,,1.446,9.578,11.123,3,1,4,1,1,44.18429565,-88.53050232
R_1pETd7d4bvL9S6o,sidebyside,control,135.26.169.242,9/8/2015 16:17,9/8/2015 16:22,8449happy,Chrome,45.0.2454.85,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,71.426,0,7.877,10.861,69.522,4,1,,1,,1,,,Person A did nearly all of the talking. Sitting in front of a whiteboard looked more like a teacher.,"Had an accent. Very few words. Metal lockers in background, definetly not a office.",6.993,22.513,23.259,6,3,2,1,1,4,3,10.061,16.66,18.595,4,4,2,3,8.233,26.29,26.929,9,1,1,1,4,1,1,1,3,1,,,,,,,,,,,1.27,8.02,9.158,3,1,3,2,1,39.28059387,-88.60610199
R_1d15LPlY5fnpNyl,sidebyside,control,24.41.68.35,9/8/2015 16:20,9/8/2015 16:24,2904happy,Chrome,45.0.2454.85,Windows NT 10.0,1920x1080,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,76.2,0,6.04,26.798,62.486,5,1,,1,,1,,,Person A did most of the talking,Person B used a lot of head gestures. She responded with many single word answers,21.258,31.063,31.612,6,2,2,5,4,5,2,11.033,15.651,16.428,3,4,2,3,6.998,31.972,33.973,11,2,4,4,2,2,2,4,2,2,,,,,,,,,,,0.917,5.642,6.77,3,2,3,2,1,42.26229858,-72.50279999
R_2ZD3DcQFu3pOOJy,sidebyside,control,190.77.155.132,9/8/2015 16:25,9/8/2015 16:28,1957happy,Chrome,45.0.2454.85,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,65.41,0,1.777,10.986,37.315,6,1,,1,1,,,,she are tyying to help the b person,she don't trying to understand what the people a are saying,1.192,3.183,3.649,6,3,2,4,3,4,3,0.837,2.061,2.448,4,3,2,3,0.179,4.923,5.893,11,3,2,3,3,3,2,3,3,2,,,,,,,,,,,1.067,3.049,4.256,3,2,2,2,1,10.5,-66.91670227
R_3MsAwMMSSJoxyKG,sidebyside,control,70.188.111.157,9/8/2015 16:23,9/8/2015 16:29,8286happy,Firefox,40,Windows NT 10.0,1600x900,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,77.303,77.303,79.48,1,6.81,100.907,103.642,6,1,,1,,1,,,person A was sitting in a chair telling person B about a few market ideas.,person was sitting a chair listen to person A tell them about marketing strategies.,16.639,32.444,34.325,6,2,2,3,3,5,1,13.773,24.441,25.839,4,2,2,1,8.151,30.611,32.426,10,1,1,1,3,1,1,1,1,1,,,,,,,,,,,1.858,12.578,14.776,3,2,3,2,1,29.91239929,-92.21099854
R_1jJqjZt6QumLg0F,sidebyside,control,216.104.36.238,9/8/2015 16:28,9/8/2015 16:32,9288happy,Firefox,40,Windows NT 6.3,1440x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,110.037,0,1.376,8.874,15.533,6,1,,1,1,1,,,yrtfghf,fghfh,1.633,4.965,5.967,7,1,3,2,3,3,3,1.506,3.602,4.886,4,5,4,4,0.522,7.184,8.093,9,4,4,5,4,4,5,5,5,4,,,,,,,,,,,1.856,7.434,8.878,3,1,2,1,1,41.88760376,-87.63680267
R_3fwVFOdOKWc6UWf,sidebyside,control,66.171.228.21,9/8/2015 16:31,9/8/2015 16:34,9942happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",14.079,14.079,79.525,1,2.949,17.163,26.837,4,1,1,,1,,,,very good,very fine,2.584,16.897,22.731,6,3,2,3,4,3,4,1.461,2.899,3.845,3,3,2,3,2.651,11.868,13.887,9,4,3,4,3,2,4,3,3,2,,,,,,,,,,,1.944,10.994,13.081,3,1,3,2,1,33.84030151,-118.3538971
R_1JWvmAtqsLqKNhB,sidebyside,control,207.244.77.2,9/8/2015 16:33,9/8/2015 16:39,1684happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,65.126,0,6.327,58.995,90.494,4,1,,1,,1,,,discussing about campaing,she is listen person a where she want to campaign marketing,13.08,41.84,42.713,7,1,4,5,4,1,1,13.472,26.456,27.787,3,3,4,4,14.206,34.391,35.137,9,2,4,1,5,5,1,1,5,1,,,,,,,,,,,5.069,21.814,24.28,3,1,3,5,1,38.79319763,-77.53659821
R_Oj0RbDiAEMuCmxX,sidebyside,control,69.92.87.226,9/8/2015 16:36,9/8/2015 16:41,1915happy,Chrome,45.0.2454.85,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,78.878,0,4.504,44.502,69.604,7,1,,1,,1,,,Person A was directing the conference and giving out all of the information that was really present in the video. They were definitely in control of the flow of this meeting. ,"Person B was sitting there listening mostly, and giving short, one word answers every so often to make sure the other person knew they were paying attention. ",4.829,22.114,24.329,6,4,4,3,3,5,2,9.745,17.088,17.726,3,4,3,2,3.935,27.259,27.939,11,3,2,2,4,4,2,2,5,2,,,,,,,,,,,1.409,7.485,9.076,3,1,3,4,1,35.6802063,-101.4309998
R_1ffUcQb33uCAQ0P,sidebyside,control,199.115.115.215,9/8/2015 16:40,9/8/2015 16:42,5274happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,63.586,0,2.043,5.819,12.336,4,1,,1,,1,,,dfhsfj dbusdfhs dsfjskh,BDSFJSBF DSFJDSF ,1.47,4.175,5.054,7,2,3,4,5,4,3,0.894,1.742,2.511,3,1,4,3,1.639,4.958,5.625,9,1,2,3,4,5,4,3,2,1,,,,,,,,,,,1.076,4.436,5.423,3,1,3,2,1,38.79319763,-77.53659821
R_Q67BqEyv761zGSd,sidebyside,control,66.171.228.161,9/8/2015 16:41,9/8/2015 16:45,9002happy,Chrome,45.0.2454.85,Windows NT 5.1,1280x1024,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,66.804,0,13.158,22.071,35.68,7,1,1,,,,1,,preguntas a la otra person,respondio las preguntas,1.407,3.88,4.783,5,5,5,5,5,5,5,1.191,2.078,2.715,3,4,4,5,7.508,12.659,13.8,14,4,5,4,5,4,4,5,5,5,,,,,,,,,,,1.92,11.492,12.457,3,1,3,7,1,33.84030151,-118.3538971
R_O3RGwVtQWSX9Kmd,sidebyside,control,207.244.77.2,9/8/2015 16:44,9/8/2015 16:46,1013happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,62.988,0,2.317,5.661,13.427,4,1,,1,,1,,,hsgadha sdjha hsdj,sdajd sdajsdj hsadasjd,1.802,4.104,4.684,6,1,2,3,4,5,4,1.487,2.24,3.179,3,5,4,3,2.428,5.978,7.045,9,5,4,3,2,1,2,3,4,5,,,,,,,,,,,8.103,15.415,17.674,3,2,4,3,1,38.79319763,-77.53659821
R_e2snuA2IJu4RGuZ,sidebyside,control,108.36.138.224,9/8/2015 16:41,9/8/2015 16:47,1285happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",3.049,77.609,78.544,2,3.858,122.602,128.901,15,1,,1,,1,,,Person A was talking. While talking she was moving her head around.,Person B was staring straight ahead. She did not show any signs of doing anything besides listening to person A.,5.417,24.904,26.28,6,5,4,1,1,5,5,13.894,19.062,20.037,3,5,5,4,4.413,20.925,22.615,11,1,1,1,5,3,1,1,4,1,,,,,,,,,,,1.337,11.289,12.505,5,1,4,1,1,40.75300598,-75.30619812
R_12b7btwkYn4ct7x,sidebyside,control,98.228.76.75,9/8/2015 16:41,9/8/2015 16:56,3746happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,73.74,0,3.62,28.337,39.847,6,1,,1,,1,,,Talking about the different locations,She was agreeing and clearly listening to,5.704,16.217,17.463,7,3,3,4,5,5,1,4.691,11.922,12.996,4,1,1,1,4.675,17.86,18.688,10,1,3,4,2,3,2,2,1,3,,,,,,,,,,,1.184,8.4,10.057,3,2,3,4,1,41.55830383,-87.66120148
R_0PY1H8Va8mJt6kF,sidebyside,control,67.248.115.74,9/8/2015 16:53,9/8/2015 16:58,8903happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",6.947,71.968,73.129,4,4.607,34.949,52.596,5,1,,1,,1,,,looking at notes and talking,just sitting there and hardly talking,6.045,24.081,24.884,6,3,3,3,3,4,3,12.369,20.596,21.44,3,3,3,3,7.345,32.097,33.055,9,2,2,2,3,2,2,2,3,2,,,,,,,,,,,1.611,5.417,7.888,3,2,5,1,1,42.92860413,-74.71649933
R_1jI29xMnNkXcThw,sidebyside,control,207.244.72.200,9/8/2015 17:05,9/8/2015 17:08,5430happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",5.093,67.51,69.04,4,4.176,22.779,32.275,4,1,,1,1,,,,asking questions,answering questions,2.963,9.235,10.255,7,5,5,5,5,5,5,2.158,4.668,5.97,3,5,5,5,4.188,9.647,10.78,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,2.055,13.262,14.244,7,1,2,6,1,38.79319763,-77.53659821
R_3xxiv2K1lYJ6UqR,sidebyside,control,207.244.83.100,9/8/2015 17:07,9/8/2015 17:10,6445happy,Chrome,42.0.2311.152,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1795.60",9.147,9.147,67.396,1,11.13,23.881,40.876,3,1,1,,,,1,,waiting bus,talking in phone,3.523,6.745,8.061,6,3,3,3,3,3,3,1.59,2.829,3.776,3,3,3,3,7.242,13.379,14.453,10,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1.484,10.504,12.725,3,1,3,2,1,38.79319763,-77.53659821
R_2vbHZnj28bTasDV,sidebyside,control,216.175.9.192,9/8/2015 17:09,9/8/2015 17:14,8990happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",16.837,16.837,75.51,1,4.21,32.942,42.379,4,1,1,1,,,,,"Sitting and talking but her speech was in a very low tone, She was taking the lead in the conversation","Sitting and talking as well, less attentive perhaps, but much louder voice",3.847,16.085,17.308,6,5,5,2,1,5,4,0.372,14.645,16.049,4,4,4,4,6.158,18.947,20.8,9,4,2,2,5,3,1,1,5,2,,,,,,,,,,,4.611,15.645,18.896,4,1,3,5,1,38.95840454,-89.69129944
R_1OrCY7Sq4SPd6cl,sidebyside,control,64.251.22.13,9/8/2015 17:10,9/8/2015 17:15,2919happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",16.234,16.234,76.743,1,1.787,94.762,95.976,7,1,,1,,1,,, person is asking about which is the best marketing option,Person B just listen to what the person says,3.588,7.901,8.883,6,4,3,4,3,4,4,1.699,3.387,4.214,3,4,4,3,1.984,10.008,11.097,8,4,3,4,4,3,4,4,3,4,,,,,,,,,,,1.549,6.037,7.183,3,1,2,3,1,26.34829712,-80.15850067
R_1pA6iSzbTDH9e1O,sidebyside,control,207.244.72.195,9/8/2015 17:15,9/8/2015 17:17,8847happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",1.787,7.818,61.526,2,1.953,12.047,16.773,6,1,1,1,,,,,asking,answering,0.175,4.286,4.916,7,5,5,5,5,5,5,2.049,3.734,4.416,3,5,5,5,2.702,9.312,10.211,12,5,5,5,5,5,5,5,5,5,,,,,,,,,,,1.354,7.293,8.262,6,1,2,6,1,38.79319763,-77.53659821
