ResponseID,Interface,Webcam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click 2,Timing-Last Click 2,"Timing-#QuestionText, TimingPageSubmit# 2","Timing-#QuestionText, TimingClickCount# 2",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click 3,Timing-Last Click 3,"Timing-#QuestionText, TimingPageSubmit# 3","Timing-#QuestionText, TimingClickCount# 3",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click 4,Timing-Last Click 4,"Timing-#QuestionText, TimingPageSubmit# 4","Timing-#QuestionText, TimingClickCount# 4",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click 5,Timing-Last Click 5,"Timing-#QuestionText, TimingPageSubmit# 5","Timing-#QuestionText, TimingClickCount# 5",looking at a document for another project.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgWork,browsing Facebook.,chatting with a friend.,reading a personal email.,AvgPersonal,focusing on the document person A is talking about.,searching for other locations for the advertising campaign.,AvgMeeting,listening to person A.,MostLikelyActivity,Timing-First Click 6,Timing-Last Click 6,"Timing-#QuestionText, TimingPageSubmit# 6","Timing-#QuestionText, TimingClickCount# 6",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click 7,Timing-Last Click 7,"Timing-#QuestionText, TimingPageSubmit# 7","Timing-#QuestionText, TimingClickCount# 7",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude,RepeatAnswer,TotalTimer,Mahal. Distance,MeetingNotMeeting,MultitaskenNotMultitasken
R_2WMUGfNvdFOQWf0,bigsmall,control,73.21.180.112,09/23/2015 5:00 AM,09/23/2015 5:11 AM,6377happy,MSIE,11,Windows NT 6.1,1438x808,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; GWX:DOWNLOADED; rv:11.0) like Gecko,0,0,79.659,0,5.962,10.93,37.303,3,1,-1,1,0,0,0,1,Person A was doing most of the talking.,Person B was listening and providing brief feedback.,5.057,18.902,21.711,6,4,3,1,1,5,2,4.378,10.307,12.001,4,2,1,1,7.866,21.641,23.878,9,4,4,2,3.33333333,4,1,3,2.66666667,4,1,2.5,4,Personal/Work,,,,,,,1.485,6.808,9.094,4,2,3,1,28.589798,-81.492798,NotRepeat,58.683,notoutlier,NotMeeting,NotMultitasken
R_dglfeNL4So4tqRH,bigsmall,control,15.219.169.71,09/14/2015 4:53 PM,09/14/2015 4:56 PM,7888happy,Firefox,40,Windows NT 6.1,1280x1024,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,72.268,0,5.969,19.681,28.787,5,1,0,1,0,1,0,3,She was providing instructions,She was working on a computer,5.709,27.38,28.322,6,4,4,4,3,5,4,3.671,4.631,5.818,3,4,3,4,6.81,23.86,25.265,12,4,3,1,2.66666667,1,1,4,2,3,4,3.5,4,Meeting,,,,,,,1.409,7.266,8.358,3,1,3,2,37.3762054,-122.1826,NotRepeat,64.945,notoutlier,Meeting,NotMultitasken
R_1NFw8AMAgEqzBIw,bigsmall,control,173.48.52.95,09/14/2015 5:59 PM,09/14/2015 6:08 PM,7974happy,Chrome,45.0.2454.85,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,76.525,0,6.435,96.263,184.811,5,1,0,1,0,1,0,3,Person a was presenting ideas about advertising locations to person b.  She appeared to be well prepared.  I did notice that the interaction didn't look normal;person b had no expression to speak of.,"I saw person b listening.  It was clear that she spoke a different language, but hopefully understood English.  Person b could have been listening to anyone.  Her reaction didn't seem to fit with the comments made by person a.",7.685,31.604,32.509,6,5,5,1,1,5,5,8.666,20.69,21.745,3,4,5,3,6.703,36.737,38.77,11,1,1,1,1,1,1,1,1,4,1,2.5,4,Meeting,,,,,,,4.8,13.519,15.554,4,2,5,2,41.9113007,-71.129997,NotRepeat,89.833,notoutlier,Meeting,NotMultitasken
R_22R0a5fUiVMQqWI,bigsmall,control,207.244.83.98,09/14/2015 10:22 PM,09/14/2015 10:32 PM,9379happy,Chrome,45.0.2454.85,Windows NT 10.0,1440x900,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.176,0,30.822,237.794,239.853,13,1,0,1,0,1,0,3,Person A was asking the opinion of the person B,Person B was listening the person A,9.394,35.636,36.35,6,4,5,3,2,5,3,11.12,20.93,21.171,5,5,4,4,2.288,39.561,40.427,15,2,1,1,1.33333333,1,1,3,1.66666667,2,3,2.5,5,Meeting,,,,,,,1.149,11.094,12.527,3,1,2,3,38.7931976,-77.536598,NotRepeat,94.304,notoutlier,Meeting,NotMultitasken
R_037HKALLcBLaxlD,bigsmall,control,172.164.31.174,09/14/2015 10:44 PM,09/14/2015 11:07 PM,1450happy,Chrome,36.0.1985.143,Windows NT 5.1,1152x864,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",0,0,92,0,430.715,1105.854,1119.624,7,1,0,1,0,1,0,3,person A is talking to person B,person B is talking to person A,6.22,30.178,30.725,7,5,5,3,3,5,5,17.781,24.697,25.837,3,5,5,5,0.376,5.586,13.112,5,1,1,1,1,1,1,2,1.33333333,1,2,1.5,5,Meeting,,,,,,,1.352,10.561,11.832,3,1,3,3,38,-97,NotRepeat,58.669,notoutlier,Meeting,NotMultitasken
R_1KrnaJiMbgCplOs,bigsmall,control,173.202.87.71,09/15/2015 7:19 AM,09/15/2015 7:26 AM,2383happy,Firefox,40,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,145.999,0,4.158,56.566,80.855,5,1,0,1,0,1,0,3,I couldn't really tell what they were doing but the A person kept nodding her head.,It appears like the B person was reading information from a sheet of paper.,7.086,26.621,28.452,6,5,4,4,2,5,4,19.712,30.008,31.315,3,5,5,3,8.824,31.208,32.47,9,3,2,1,2,1,1,2,1.33333333,5,2,3.5,5,Meeting,,,,,,,2.466,12.618,14.689,3,2,6,2,35.4441071,-93.721397,NotRepeat,78.611,notoutlier,Meeting,NotMultitasken
R_0HErcWk8uBH9HCp,bigsmall,control,198.7.59.107,09/15/2015 9:00 AM,09/15/2015 9:05 AM,8794happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,71.516,0,1.709,42.723,84.076,6,1,0,1,0,1,0,3,"confident, calm",nervous,4.733,27.497,28.15,6,4,4,2,2,3,3,5.046,14.532,15.149,3,4,3,3,11.503,35.338,35.838,9,2,2,1,1.66666667,1,1,1,1,4,1,2.5,5,Meeting,,,,,,,1.151,5.971,7.683,3,1,3,4,38.7931976,-77.536598,NotRepeat,74.671,notoutlier,Meeting,NotMultitasken
R_3oZ8TEKADmT15GH,bigsmall,control,24.0.73.168,09/15/2015 1:03 PM,09/15/2015 1:07 PM,3792happy,Chrome,45.0.2454.85,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,131.422,0,0.887,17.47,28.918,5,1,0,1,0,1,0,3,Person A was giving out a list of potential sites to Person B,Person B was listening to Person A's presentation.,2.416,9.552,11.156,6,4,4,2,2,4,4,2.153,3.216,4.07,3,4,4,4,1.985,13.035,13.825,10,3,2,2,2.33333333,2,2,2,2,4,2,3,4,Meeting,,,,,,,1.105,5.985,7.431,3,1,4,4,39.9871979,-74.160103,NotRepeat,35.412,notoutlier,Meeting,NotMultitasken
R_24x5xeSpspy2EKQ,bigsmall,control,50.135.225.35,09/15/2015 8:59 PM,09/15/2015 9:02 PM,4666happy,Firefox,40,Windows NT 6.1,1920x1080,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,75.27,0,3.595,31.948,41.23,5,1,0,1,0,1,0,3,describing where to potentially put advertisin,listening mostly to the other person,7.04,19.224,20.198,7,4,5,1,1,5,5,6.889,9.712,10.575,3,4,5,5,3.261,12.805,13.643,10,1,1,1,1,1,1,1,1,5,1,3,5,Meeting,,,,,,,1.128,5.136,6.707,3,2,5,4,47.5527039,-122.1479,NotRepeat,43.548,notoutlier,Meeting,NotMultitasken
R_22LhJCOP90SeJ6c,bigsmall,control,73.225.178.28,09/16/2015 6:34 AM,09/16/2015 6:38 AM,9434happy,Firefox,40,Windows NT 6.1,1024x768,Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,78.98,0,11.503,49.127,51.912,7,1,0,1,0,1,0,3,just sitting there,just sitting there,5.365,24.87,26.593,7,5,5,1,1,5,5,11.556,15.98,16.924,3,5,5,5,9.023,25.103,27.125,9,3,3,3,3,3,3,3,3,3,3,3,5,Meeting/Personal/Work,,,,,,,1.905,9.62,12.272,3,2,5,1,47.6914978,-117.3881,NotRepeat,68.99,notoutlier,NotMeeting,NotMultitasken
R_2AH9J26SxhbcUP8,bigsmall,control,108.59.2.230,09/14/2015 4:37 PM,09/14/2015 4:42 PM,5276happy,Firefox,37,Android,360x640,Mozilla/5.0 (Android; Mobile; rv:37.0) Gecko/37.0 Firefox/37.0,0,0,126.952,0,8.99,15.1,18.491,5,1,0,1,0,1,0,3,she talk about 3 locations,answering the questions,7.523,21.829,22.986,8,4,3,3,3,4,4,2.385,5.62,6.706,4,4,3,4,3.539,16.914,18.324,9,4,3,5,4,3,3,4,3.33333333,3,4,3.5,4,Work,,,,,,,5.957,14.321,16.404,5,1,3,4,,,NotRepeat,61.714,notoutlier,NotMeeting,NotMultitasken
R_1QEKQGc1HMSgws8,bigsmall,control,207.244.77.8,09/14/2015 5:09 PM,09/14/2015 5:13 PM,7742happy,Chrome,42.0.2311.90,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",25.446,59.031,71.043,3,1.598,49.575,55.721,6,1,0,1,0,1,0,3,A person is saying some ideas about billboards.,The person B only listen,2.267,14.331,14.703,8,4,4,2,2,4,4,4.178,8.214,9.374,5,4,4,4,2.11,13.083,13.696,10,1,2,2,1.66666667,2,1,2,1.66666667,5,3,4,5,Meeting,,,,,,,1.119,3.625,4.711,3,1,2,1,,,NotRepeat,38.11,notoutlier,Meeting,NotMultitasken
R_1IZfMr0sFnh2Jps,bigsmall,control,216.104.35.84,09/14/2015 5:15 PM,09/14/2015 5:33 PM,8612happy,Firefox,40,Windows NT 5.1,1366x664,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,27.182,390.429,417.783,8,15.188,270.398,271.537,10,1,0,1,0,1,0,3,She was describing three potential places they could show their ads.,She was listening to person A.,8.551,181.086,182.514,9,4,4,2,2,4,4,9.673,48.56,77.84,5,4,4,4,6.357,28.325,29.46,9,3,3,2,2.66666667,2,2,2,2,4,2,3,4,Meeting,,,,,,,2.42,14.542,15.004,5,2,3,4,,,NotRepeat,231.978,notoutlier,Meeting,NotMultitasken
R_w5eD0RhSrIng04p,bigsmall,control,71.168.241.145,09/14/2015 5:06 PM,09/14/2015 5:36 PM,7329happy,Chrome,45.0.2454.85,Windows NT 5.1,1024x768,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",123.912,185.859,187.066,2,4.662,174.924,177.902,12,1,0,1,0,1,0,3,She was giving details to #B.I  ASSUME AFTER DEATAILS SHE WILL GIVE INSTRUCTIONS,Just lisrening and staring ahead with several blinks,10.464,28.981,31.172,6,4,4,1,1,5,5,5.861,22.17,24.125,3,4,4,4,5.306,29.544,30.717,12,1,1,1,1,1,1,1,1,5,1,3,5,Meeting,,,,,,,1.704,22.991,24.617,6,1,5,2,,,NotRepeat,89.506,notoutlier,Meeting,NotMultitasken
R_SBN0mnJv36ZkPIt,bigsmall,control,23.92.220.51,09/14/2015 6:18 PM,09/14/2015 6:24 PM,4070happy,Firefox,40,Windows NT 5.1,1020x589,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,44.872,44.872,71.836,1,5.226,63.858,72.273,11,1,0,1,0,1,0,3,she listened,she spoke,4.562,22.219,25.199,13,4,4,3,2,3,3,4.835,5.45,6.801,3,3,4,3,1.542,17.111,19.727,14,3,4,2,3,2,3,4,3,3,3,3,3,Meeting/Personal/Work,,,,,,,0.966,10.95,15.136,3,1,3,2,,,NotRepeat,63.062,notoutlier,NotMeeting,NotMultitasken
R_2zLSjKXkTcIWfEq,bigsmall,control,24.106.244.178,09/22/2015 4:55 PM,09/22/2015 4:57 PM,7297happy,MSIE,11,Windows NT 6.1,1920x1080,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; rv:11.0) like Gecko,72.298,72.298,73.607,1,1.79,5.6,14.399,4,1,0,1,0,1,0,3,talking,listening and acknowledging,3.464,11.225,12.702,12,4,4,1,1,4,4,2.532,3.137,3.858,3,4,4,4,3.912,16.979,17.261,12,2,3,1,2,2,1,2,1.66666667,4,2,3,4,Meeting,,,,,,,0.985,5.842,6.778,3,2,4,2,40.7787933,-82.457199,NotRepeat,39.741,notoutlier,Meeting,NotMultitasken
R_2uPP7aSQ2zdP4s6,bigsmall,control,71.168.198.136,09/22/2015 5:52 PM,09/22/2015 6:01 PM,8308happy,Chrome,45.0.2454.99,Windows NT 5.1,1024x768,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",4.076,90.378,91.411,2,52.727,224.071,225.357,15,1,0,1,0,1,0,3,PERSON A was outlining a plan to B on an advertizeing project and describing the details,"On this one  she was just listening and saying YES,OK",21.232,39.087,40.647,6,5,4,1,1,4,4,10.507,18.952,20.003,4,4,4,4,6.346,42.318,43.255,12,1,1,1,1,1,1,1,1,4,1,2.5,5,Meeting,,,,,,,1.911,15.5,16.578,5,1,5,2,39.9571991,-74.916199,NotRepeat,104.48,notoutlier,Meeting,NotMultitasken
R_1dtVO7COOT8td5V,bigsmall,control,65.27.203.168,09/22/2015 7:41 PM,09/22/2015 7:45 PM,7807happy,Firefox,40,Windows NT 6.1,1680x1050,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,79.35,0,12.102,29.339,52.615,4,1,0,1,0,1,0,3,Person A was talking to Person B describing the locations,"Person B was responded with only saying ""mhm"".",8.766,24.327,25.636,6,2,2,4,4,5,2,4.716,9.299,10.354,4,2,1,3,6.587,22.786,23.999,10,3,2,2,2.33333333,4,3,4,3.66666667,2,2,2,2,Personal,,,,,,,1.992,8.352,9.915,4,2,3,2,40.0836945,-84.638802,NotRepeat,63.55,notoutlier,NotMeeting,NotMultitasken
R_Tod7huesbQgSPg5,bigsmall,control,78.6.38.102,09/22/2015 8:35 PM,09/22/2015 8:43 PM,1417happy,Chrome,30.0.1599.114,Linux x86_64,360x640,"Mozilla/5.0 (X11; U; Linux x86_64; it-it) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/4.3.0.1852AP",0,0,155.199,0,7.166,36.987,44.84,7,1,0,1,0,1,0,3,talking,listening,12.045,42.87,45.307,6,4,4,2,2,4,4,11.286,24.958,27.485,3,4,2,4,12.802,44.626,46.998,9,3,2,2,2.33333333,2,2,2,2,3,3,3,4,Meeting,,,,,,,4.151,15.464,18.093,3,1,4,4,45.0704956,7.6867981,NotRepeat,113.398,notoutlier,Meeting,NotMultitasken
R_2OHH4MjYQhiQ07R,bigsmall,control,72.192.89.181,09/22/2015 9:33 PM,09/22/2015 9:37 PM,2476happy,Chrome,45.0.2454.85,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,74.943,0,3.548,20.437,27.39,5,1,0,1,0,1,0,3,Listing the possible locations,Listening to person A,2.386,11.815,12.324,6,4,4,2,2,5,4,4.516,9.323,9.598,5,4,3,4,4.559,13.011,13.378,10,2,2,2,2,2,2,2,2,4,2,3,5,Meeting,,,,,,,0.91,4.996,5.7,3,2,2,7,36.0606995,-95.806396,NotRepeat,36.402,notoutlier,Meeting,NotMultitasken
R_72l1d34hTyEFIKR,bigsmall,control,75.81.197.82,09/22/2015 11:01 PM,09/22/2015 11:05 PM,3686happy,Chrome,45.0.2454.99,Windows NT 6.3,1920x1080,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,70.979,0,5.283,28.085,28.424,5,1,0,1,0,1,0,3,"Describing a proposition for placing an ad, and where to place it.",Listening and responding to person A.,4.236,17.556,18.734,8,3,2,4,2,5,1,4.39,10.307,10.912,6,4,2,3,4.249,19.084,19.967,10,3,2,2,2.33333333,5,4,4,4.33333333,2,2,2,2,Personal,,,,,,,0.901,5.796,7.142,5,1,2,7,37.7554932,-87.043404,NotRepeat,51.843,notoutlier,NotMeeting,NotMultitasken
R_27Ik2efOVJMmLA4,bigsmall,control,198.134.125.36,09/22/2015 11:39 PM,09/22/2015 11:46 PM,9401happy,Chrome,45.0.2454.99,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",14.061,14.061,71.418,1,4.61,28.772,46.901,5,1,0,1,0,1,0,3,just speaking,she just hear and see an email,20.775,82.005,83.372,6,4,4,3,3,4,4,41.196,53.029,53.918,3,4,3,2,11.63,39.034,39.673,9,2,3,2,2.33333333,2,2,4,2.66666667,4,4,4,4,Meeting,,,,,,,4.189,22.151,22.589,4,1,3,7,34.0529938,-118.2642,NotRepeat,148.634,notoutlier,Meeting,NotMultitasken
R_3fw6cnvZYMfHR6F,bigsmall,control,207.160.205.13,09/22/2015 11:42 PM,09/22/2015 11:47 PM,2895happy,Chrome,34.0.1847.116,Windows NT 6.1,1440x900,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",0,0,71.719,0,7.435,13.091,99.329,4,1,0,1,0,1,0,3,Person A is talking during most of the video. She is describing the possible locations for placing the ad.,Person B spends most of the video listening to Person A. She occasionally speaks to indicate she is listening.,11.067,24.781,28.169,7,4,4,2,2,5,4,8.033,14.913,15.512,3,3,4,2,7.473,28.585,31.218,9,2,2,2,2,3,2,2,2.33333333,4,3,3.5,4,Meeting,,,,,,,1.165,5.518,7.185,3,1,3,2,38.8816986,-92.402,NotRepeat,69.572,notoutlier,Meeting,NotMultitasken
R_116DHdX1Is42vGk,bigsmall,control,66.171.228.142,09/23/2015 3:22 AM,09/23/2015 3:28 AM,7809happy,Firefox,40,Windows NT 6.1,1600x900,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,99.473,99.809,100.14,2,7.455,17.927,49.452,13,1,0,1,0,1,0,3,Person A is  asking the person B for her opinion.,Person B is attentively listenting to person A,4.201,20.481,21.276,8,4,4,3,2,4,4,4.889,12.858,13.116,4,4,4,3,4.09,22.826,25.035,14,3,4,2,3,2,2,4,2.66666667,4,2,3,4,Work,,,,,,,1.603,12.146,13.389,6,1,3,6,33.8403015,-118.3539,NotRepeat,63.7,notoutlier,NotMeeting,NotMultitasken
R_PUsonAH13NqUGeR,bigsmall,control,73.221.254.240,09/23/2015 3:31 AM,09/23/2015 3:37 AM,4804happy,Chrome,45.0.2454.93,Windows NT 6.1,1600x900,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36",0,0,84.272,0,5.599,32.51,39.62,6,1,0,1,0,1,0,3,just sitting there,just sitting there,13.959,39.258,41.827,6,3,3,4,3,3,3,11.002,20.165,22.746,3,4,3,3,9.646,56.811,58.626,9,3,3,2,2.66666667,3,2,3,2.66666667,3,2,2.5,2,Personal/Work,,,,,,,2.342,10.988,15.037,3,2,5,1,47.7541962,-122.2444,NotRepeat,118.49,notoutlier,NotMeeting,NotMultitasken
R_3Nzagb0LyNkQqxL,bigsmall,control,76.119.251.163,09/23/2015 4:07 AM,09/23/2015 4:11 AM,3879happy,Chrome,45.0.2454.99,Windows NT 10.0,1440x900,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36",0,0,71.397,0,5.367,12.943,32.67,4,1,0,1,0,1,0,3,Talking about the locations,Listening to person A,5.424,29.99,31.361,8,4,5,5,4,5,3,7.212,18.917,20.077,4,4,3,2,6.615,31.072,32.292,9,4,3,2,3,3,2,3,2.66666667,3,4,3.5,3,Meeting,,,,,,,0.911,7.26,8.175,4,1,4,6,42.6240997,-71.338898,NotRepeat,75.828,notoutlier,Meeting,NotMultitasken
R_2B3uqv9ifnUfjrl,bigsmall,control,68.217.199.108,09/23/2015 5:38 AM,09/23/2015 5:41 AM,9714happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,23.888,91.36,94.456,4,2.434,13.799,14.264,7,1,0,1,0,1,0,3,talking,listening,1.81,13.326,14.226,11,5,5,1,1,5,5,4.613,8.09,8.793,4,5,5,5,4.687,15.638,17.122,13,2,2,2,2,2,2,2,2,5,2,3.5,5,Meeting,,,,,,,1.913,8.637,9.531,4,1,2,6,33.4803925,-82.094101,NotRepeat,44.879,notoutlier,Meeting,NotMultitasken
R_2at8YfQskDcyYPZ,bigsmall,control,72.130.214.250,09/23/2015 5:36 AM,09/23/2015 5:42 AM,2772happy,Firefox,40,Windows NT 6.1,1360x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,85.192,85.192,86.229,1,5.82,18.821,70.073,4,1,0,1,0,1,0,3,Reviewing & commenting on the plans before her,Listening to confirm or not confirm the plans person A was commenting on,11.716,29.543,31.384,6,4,4,3,3,4,4,9.048,20.111,21.199,3,4,4,3,8.751,29.143,30.846,9,4,2,2,2.66666667,3,2,3,2.66666667,4,4,4,4,Meeting,,,,,,,53.939,69.556,72.115,3,2,3,2,21.3628998,-157.8727,NotRepeat,137.345,notoutlier,Meeting,NotMultitasken
R_1lnRqmGrWYOHapQ,bigsmall,control,73.216.127.206,09/23/2015 6:33 AM,09/23/2015 6:40 AM,4871happy,Firefox,40,Windows NT 6.3,1366x768,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,3.081,76.254,77.184,2,9.875,185.267,211.346,8,1,0,1,0,1,0,3,"Discussing 3 different locations to set up advertising for their company's marketing campaign. The 3 locations were at a baseball stadium, near a courthouse, and a billboard that was near a highway.","She was listening to the person in video A give location options for advertising. She said very little, but appeared to be listening intently on what was being discussed.",3.472,27.036,27.936,7,4,4,2,2,5,3,4.767,12.814,13.577,3,4,4,4,2.144,26.41,27.047,12,2,3,2,2.33333333,2,2,2,2,5,2,3.5,4,Meeting,,,,,,,2.023,8.062,9.344,5,2,2,4,39.1678925,-78.167198,NotRepeat,67.327,notoutlier,Meeting,NotMultitasken
R_Y0uqZW2BuxIzNVD,bigsmall,control,67.173.37.179,09/23/2015 7:11 AM,09/23/2015 7:15 AM,1257happy,Firefox,40,Windows NT 10.0,1366x768,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,73.102,0,4.652,63.114,64.471,7,1,0,1,0,1,0,3,talking about various marketing campaigns,agreeing with everything person a was saying,5.217,13.57,15.989,6,3,2,1,1,5,2,5.258,11.255,12.524,3,4,2,3,6.301,24.014,25.011,11,3,1,1,1.66666667,3,1,3,2.33333333,3,1,2,3,Personal,,,,,,,0.915,5.383,7.169,4,1,2,1,42.2490997,-88.833099,NotRepeat,51.169,notoutlier,NotMeeting,NotMultitasken
R_2dhGsLu6zEqWbfq,bigsmall,switch,100.47.97.100,09/14/2015 6:23 PM,09/14/2015 6:27 PM,5843happy,Chrome,45.0.2454.85,Windows NT 10.0,1024x768,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",22.509,22.509,72.683,1,2.536,12.05,18.011,4,1,0,1,0,0,-1,1,talking,listening,4.165,15.781,17.139,6,4,4,3,3,4,4,7.71,16.084,16.848,3,4,4,3,3.505,25.563,26.058,13,3,3,2,2.66666667,2,2,3,2.33333333,3,4,3.5,4,Meeting,11.7,25.02,25.911,2,not obvious,2,2.155,9.238,9.992,6,1,5,1,27.9577942,-82.462196,NotRepeat,56.189,notoutlier,Meeting,Multitasken
R_21dIk76Pvl6SnlO,bigsmall,switch,67.213.218.74,09/14/2015 6:32 PM,09/14/2015 6:38 PM,5183happy,Firefox,40,Windows NT 10.0,1366x768,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,54.494,88.309,89.758,2,2.227,34.291,48.166,7,1,0,1,0,0,-1,1,She was just seeing the screen and talking,She was talking about what the person B have to do,11.039,16.975,17.975,6,4,4,5,3,4,3,17.494,18.614,19.224,3,3,4,2,9.404,20.747,21.636,10,4,3,2,3,2,3,3,2.66666667,4,4,4,4,Meeting,10.443,23.715,24.8,2,Too obvious,2,0.938,8.325,9.476,4,1,2,6,45.523407,-122.6762,NotRepeat,52.087,notoutlier,Meeting,Multitasken
R_3rXVrHlfdH72Zvb,bigsmall,switch,66.171.228.133,09/14/2015 10:27 PM,09/14/2015 10:35 PM,3873happy,Chrome,45.0.2454.85,Windows NT 10.0,1440x900,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,75.922,0,8.384,24.033,134.344,3,1,-1,1,0,0,0,1,talking with the other person,just wach other person talking,34.872,37.972,38.938,7,3,4,3,4,4,3,13.238,14.223,14.897,3,4,3,4,20.569,24.081,24.889,9,4,3,3,3.33333333,4,4,3,3.66666667,4,4,4,4,Meeting,3.207,58.099,58.843,3,she see others screen,2,1.249,8.394,9.5,4,1,2,3,33.8403015,-118.3539,NotRepeat,76.327,notoutlier,Meeting,Multitasken
