ResponseID,Interface,Webcam,IPAddress,StartDate,EndDate,Randomcode,Browser Meta Info-Browser,Browser Meta Info-Version,Browser Meta Info-Operating System,Browser Meta Info-Screen Resolution,Browser Meta Info-User Agent,Timing-First Click,Timing-Last Click,"Timing-#QuestionText, TimingPageSubmit#","Timing-#QuestionText, TimingClickCount#",Timing-First Click 2,Timing-Last Click 2,"Timing-#QuestionText, TimingPageSubmit# 2","Timing-#QuestionText, TimingClickCount# 2",Which locations for the marketing campaign has been discussed?-Bus stop near the courthosue,Which locations for the marketing campaign has been discussed?-Meeting point in the park,Which locations for the marketing campaign has been discussed?-Billboard next to the highway,Which locations for the marketing campaign has been discussed?-Local newspaper,Which locations for the marketing campaign has been discussed?-Baseball stadium,Which locations for the marketing campaign has been discussed?-Shopping mall entrance,LocationCheck,Please describe in a few sentences what you saw person A doing:,Please describe in a few sentences what you saw person B doing:,Timing-First Click 3,Timing-Last Click 3,"Timing-#QuestionText, TimingPageSubmit# 3","Timing-#QuestionText, TimingClickCount# 3",Polite,Acceptable,ObviousMe,ObviousA,EngagementA,EngagementB,Timing-First Click 4,Timing-Last Click 4,"Timing-#QuestionText, TimingPageSubmit# 4","Timing-#QuestionText, TimingClickCount# 4",EyeContact,FeelingEngagedB,IdeaB,Timing-First Click 5,Timing-Last Click 5,"Timing-#QuestionText, TimingPageSubmit# 5","Timing-#QuestionText, TimingClickCount# 5",looking at a document for another project.,reading a work-related email from another co-worker.,chatting with another co-worker.,AvgWork,browsing Facebook.,chatting with a friend.,reading a personal email.,AvgPersonal,focusing on the document person A is talking about.,searching for other locations for the advertising campaign.,AvgMeeting,listening to person A.,MostLikelyActivity,Timing-First Click 6,Timing-Last Click 6,"Timing-#QuestionText, TimingPageSubmit# 6","Timing-#QuestionText, TimingClickCount# 6",Please explain in a few sentences how obvious it was to you that person B was recorded with diffe...,How many times switched the recording of person B to another webcam?,Timing-First Click 7,Timing-Last Click 7,"Timing-#QuestionText, TimingPageSubmit# 7","Timing-#QuestionText, TimingClickCount# 7",Gender,What is your age?,VCExperience,LocationLatitude,LocationLongitude,RepeatAnswer,TotalTimer,Mahal. Distance,MeetingNotMeeting,MultitaskenNotMultitasken
R_12fOftpKuIJLLNr,sidebyside,main,99.124.135.246,09/08/2015 4:57 PM,09/08/2015 5:05 PM,1484happy,Chrome,45.0.2454.85,Windows NT 10.0,1600x900,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",6.885,196.764,236.631,3,6.532,49.397,61.907,6,1,0,1,0,1,0,3,Sitting in a chair talking to the other person,Sitting in a chair listening to person A,4.816,19.182,20.229,6,4,4,2,2,4,4,14.564,22.455,23.56,3,2,4,4,5.678,24.055,25.259,10,3,2,2,2.33333333,2,2,2,2,5,2,3.5,4,Meeting,,,,,,,1.822,16.262,17.881,5,1,3,2,39.7926025,-86.255096,NotRepeat,66.369,notoutlier,Meeting,Multitasken
R_1r0vTz6jxk6SwUS,sidebyside,main,71.50.200.218,09/08/2015 5:06 PM,09/08/2015 5:09 PM,5028happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,77.867,0,3.46,11.146,23.548,5,1,0,1,0,1,0,3,Speaking,Listening and looking away,2.893,12.716,14.083,6,3,4,4,4,4,2,10.454,14.34,15.437,3,4,3,4,4.934,16.829,17.527,11,3,4,2,3,3,2,3,2.66666667,4,2,3,4,Work,,,,,,,1.332,5.967,7.798,3,2,4,1,40.4895935,-82.8591,NotRepeat,42.408,notoutlier,NotMeeting,Multitasken
R_1C1tjpv0Uy5NQjY,sidebyside,main,165.139.179.225,09/08/2015 5:10 PM,09/08/2015 5:16 PM,3713happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,61.733,0,5.489,212.416,212.874,15,1,0,1,0,1,0,3,the woman on the left gives instructions about the ad campaign that will make the company product,The woman was clearly following intrsucciones right of women to and viewing photos had happened in advance,4.378,23.146,23.875,6,5,3,2,3,4,2,5.126,15.773,16.226,6,1,2,2,1.863,39.822,40.721,16,2,2,1,1.66666667,5,1,3,3,3,2,2.5,3,Meeting,,,,,,,1.559,13.768,14.644,5,1,2,6,37.9747925,-87.555901,NotRepeat,85.24,notoutlier,Meeting,Multitasken
R_2f1ypTLTkNPDLGU,sidebyside,main,108.75.125.108,09/08/2015 5:14 PM,09/08/2015 5:20 PM,6351happy,Edge,12.1024,Windows NT 10.0,1600x900,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",73.569,73.569,74.02,1,16.038,73.308,78.244,9,1,0,1,0,1,0,3,Explaining everthing to person B,Listening to what person A was saying,5.014,28.846,29.843,9,2,3,5,4,4,2,14.084,21.693,22.556,4,4,3,4,4.909,23.893,25.574,10,2,2,2,2,3,2,3,2.66666667,5,5,5,4,Meeting,,,,,,,1.834,7.762,9.232,3,2,2,4,41.4044037,-81.556396,NotRepeat,68.649,notoutlier,Meeting,Multitasken
R_2sFZZA5CmfKk79n,sidebyside,main,77.236.170.174,09/08/2015 5:16 PM,09/08/2015 5:23 PM,7963happy,Chrome,30.0.1599.114,Linux x86_64,360x640,"Mozilla/5.0 (X11; U; Linux x86_64; bg-bg) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/4.3.0.1852AP",32.009,103.502,114.869,2,6.926,93.733,96.245,16,1,0,1,0,1,0,3,she speaks more and give information,she listens and agree the locations,7.155,39.358,40.74,9,4,4,3,4,4,4,14.531,38.119,39.521,5,4,4,4,41.839,68.686,70.154,11,2,4,3,3,2,2,4,2.66666667,4,4,4,4,Meeting,,,,,,,3.159,27.602,28.191,5,1,1,7,42.4328003,25.6419067,NotRepeat,144.085,notoutlier,Meeting,Multitasken
R_25Z9P7thxQEJwZZ,sidebyside,main,74.243.223.246,09/08/2015 5:24 PM,09/08/2015 5:28 PM,2045happy,Chrome,44.0.2403.133,Android 5.1.1,960x600,"Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY48I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Safari/537.36",0,0,74.827,0,2.784,32.194,52.683,5,1,0,1,0,1,0,3,Person A was looking directly into the camera and talking about their advertising plans.,Person B was looking around and answering noncommittally.,2.896,9.864,10.882,6,1,1,5,5,5,1,4.987,8.885,9.924,3,1,1,2,7.369,19.339,20.197,9,3,3,3,3,4,3,4,3.66666667,1,1,1,2,Meeting/Work,,,,,,,1.041,4.711,6.13,3,2,3,1,34.1192017,-80.862999,NotRepeat,40.209,notoutlier,NotMeeting,Multitasken
R_daRmTqcjJonbDAl,sidebyside,main,24.113.29.97,09/08/2015 5:28 PM,09/08/2015 5:32 PM,7018happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x800,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,77.303,0,8.685,19.611,49.61,4,1,0,1,0,0,-1,1,Speaking directly into the phone.,Looking around and thinking about other things.,6.503,23.957,26.087,8,4,4,4,2,4,2,15.706,17.353,19.782,3,1,1,1,6.861,19.73,20.633,10,2,2,2,2,2,2,2,2,2,2,2,3,Meeting/Work,,,,,,,1.455,8.995,11.188,3,1,4,1,47.9960938,-123.2519,NotRepeat,60.908,notoutlier,NotMeeting,Multitasken
R_2D2LUrLxbN9gicN,sidebyside,main,50.11.203.210,09/08/2015 5:37 PM,09/08/2015 5:43 PM,4730happy,Chrome,45.0.2454.85,Windows NT 6.3,1360x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",4.355,4.355,74.158,1,4.137,121.784,125.186,9,1,0,1,0,1,0,3,Person A was elaborately describing about AD placements for what I assume is for their company. She was listing their choices of AD placements and telling Person B which were the most expensive and which were the least.,"She was acknowledging and possibly checking out what person A was talking about. She didn't talk much, only saying ""Mmhm."" and the occasional ""Okay."" or ""Yes.""",6.147,19.094,20.293,6,5,4,5,4,5,2,13.673,17.313,18.693,3,4,2,3,13.266,41.583,44.921,9,3,3,3,3,3,4,4,3.66666667,4,2,3,2,Meeting/Work,,,,,,,1.445,10.081,11.919,3,2,2,7,40.0424957,-75.018402,NotRepeat,80.133,notoutlier,NotMeeting,Multitasken
R_29cVsbasQbLHEbn,sidebyside,main,23.92.223.209,09/08/2015 5:25 PM,09/08/2015 5:43 PM,7170happy,Firefox,40,Windows NT 5.1,1020x589,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,24.569,24.569,87.162,1,5.081,271.61,330.307,17,1,0,1,0,1,0,3,tell location for ads,she just listened,4.64,116.901,119.488,18,4,4,3,3,4,3,48.317,76.456,76.87,4,3,3,4,8.167,43.247,56.776,13,3,3,3,3,3,3,3,3,3,2,2.5,4,Meeting/Work,,,,,,,1.314,15.132,16.719,5,1,3,2,35.9725952,-81.5513,NotRepeat,196.983,notoutlier,NotMeeting,Multitasken
R_2udsKcaRvg6JUK5,sidebyside,main,50.160.181.106,09/08/2015 5:49 PM,09/08/2015 5:56 PM,7722happy,Chrome,44.0.2403.156,CrOS x86_64 7077.134.0,1366x768,"Mozilla/5.0 (X11; CrOS x86_64 7077.134.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.156 Safari/537.36",100.649,100.649,105.845,1,5.533,66.75,85.422,6,1,0,1,0,1,0,3,Talking about locations for marketing,Looking away at something else,24.464,69.896,71.67,7,2,2,4,4,4,2,23.872,34.376,35.649,3,2,2,2,17.66,51.662,53.395,10,3,3,2,2.66666667,3,2,4,3,3,2,2.5,2,Meeting/Work,,,,,,,3.561,20.847,24.815,5,2,4,4,33.6638031,-84.733101,NotRepeat,152.88,notoutlier,NotMeeting,Multitasken
R_W6zcuz8RYThIh2N,sidebyside,main,73.216.19.58,09/08/2015 6:48 PM,09/08/2015 6:57 PM,6466happy,Firefox,40,Windows NT 5.1,1024x768,Mozilla/5.0 (Windows NT 5.1; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,101.7,0,8.738,24.473,81.629,5,1,0,1,0,1,0,3,She was letting person B know where they wanted to advertise. She was video chatting and sending emails.,She was listening. She said very few words.,7.716,33.96,35.37,7,5,4,5,5,5,5,94.781,106.012,117.647,3,1,4,4,51.248,91.607,95.721,10,2,5,5,4,1,3,5,3,5,4,4.5,5,Meeting,,,,,,,2.886,16.092,17.87,4,2,3,4,38.1360931,-79.062302,NotRepeat,151.961,notoutlier,Meeting,Multitasken
R_3jcHgn6Di59noR2,sidebyside,main,184.15.79.137,09/08/2015 7:11 PM,09/08/2015 7:14 PM,4129happy,Chrome,45.0.2454.85,Macintosh,1920x1080,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,63.016,0,3.617,7.489,41.044,2,1,-1,1,0,0,0,1,looking around and at the web cam,sitting there listing to the othere person,2.027,4.243,5.044,6,4,3,4,3,5,4,0.999,1.759,2.503,3,4,3,5,9.591,23.598,24.345,12,4,3,5,4,3,4,3,3.33333333,4,2,3,4,Work,,,,,,,1.15,6.846,7.614,4,1,3,2,38.3939056,-81.564598,NotRepeat,40.003,notoutlier,NotMeeting,Multitasken
R_30dh0J71ttq9DQ6,sidebyside,main,24.211.188.169,09/08/2015 7:59 PM,09/08/2015 8:04 PM,5376happy,Firefox,35,Windows NT 6.1,1366x768,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,0,0,72.738,0,15.182,23.111,43.753,2,1,0,1,0,0,-1,1,talking to a woman,same as A,1.189,2.49,9.346,7,4,3,3,4,4,4,1.053,2.214,4.021,4,3,4,4,2.216,6.73,14.12,12,3,5,5,4.33333333,4,5,4,4.33333333,4,3,3.5,4,Meeting/Work,,,,,,,33.036,105.843,108.088,3,1,3,3,35.8896027,-78.9244,NotRepeat,135.554,notoutlier,NotMeeting,Multitasken
R_2vkddJxKVf5POxT,sidebyside,main,76.177.160.209,09/08/2015 8:10 PM,09/08/2015 8:15 PM,7081happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",29.653,31.218,73.501,3,25.728,104.644,106.107,6,1,0,1,-1,0,0,1,she was reading papers. as well as talking with the other girl.,Person B was assessing person A's answers. And trying to find solutions,3.802,24.116,25.142,7,4,4,3,3,3,4,10.683,18.19,19.309,3,4,4,4,7.047,25.243,26.197,9,4,3,2,3,2,2,2,2,3,4,3.5,4,Meeting,,,,,,,1.564,8.33,11.492,3,1,3,3,38.4795075,-82.660202,NotRepeat,65.831,notoutlier,Meeting,Multitasken
R_3MiJ2vDprHTBK0c,sidebyside,main,68.3.199.162,09/08/2015 9:20 PM,09/08/2015 9:26 PM,4198happy,Chrome,39.0.2171.71,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",7.588,92.23,94.174,3,10.388,43.937,70.045,6,1,0,1,0,1,0,3,Continually talking to person b about billboards,Person B kept looking around and just saying uh huh,8.295,33.535,35.114,6,2,2,4,4,5,2,15.49,24.841,26.459,3,2,2,2,3.136,57.83,59.115,14,4,3,4,3.66666667,3,4,4,3.66666667,2,2,2,4,Meeting/Work,,,,,,,1.501,18.634,19.885,9,1,3,7,33.3672943,-111.9357,NotRepeat,117.114,notoutlier,NotMeeting,Multitasken
R_wXBpT3doMvLlYVr,sidebyside,main,23.28.236.55,09/08/2015 9:35 PM,09/08/2015 9:41 PM,7852happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,81.702,0,5.449,94.58,142.58,7,1,0,1,0,1,0,3,They were just sitting and talking to the camera. They hardly moved or looked around at all. They were very focused on the conversation,She looked around a little bit during the conversation. She seemed to listen carefully to the other person. She was a bit nervous looking compared to person A.,3.387,16.374,18.103,10,5,5,3,2,5,5,4.401,9.049,12.665,3,5,5,5,7.654,22.57,24.201,13,1,1,1,1,1,1,1,1,5,5,5,5,Meeting,,,,,,,1.039,9.176,12.676,4,1,4,4,42.2897034,-84.184097,NotRepeat,57.98,notoutlier,Meeting,Multitasken
R_2410kJkq27UCA2h,sidebyside,main,67.82.252.135,09/08/2015 4:11 PM,09/08/2015 4:14 PM,4408happy,Chrome,44.0.2403.157,Linux x86_64,1920x1080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",0,0,62.234,0,7.583,12.048,24.48,2,1,-1,1,0,0,0,1,trying to explain,reacting porly,3.002,26.273,26.914,8,2,2,4,4,4,1,7.351,11.735,12.58,3,4,1,1,4.586,13.419,14.238,9,4,4,1,3,4,1,4,3,3,4,3.5,1,Meeting,,,,,,,1.048,6.24,7.029,4,1,3,7,,,NotRepeat,51.181,notoutlier,Meeting,Multitasken
R_eJoa1thSMcx7VS5,sidebyside,main,49.201.37.73,09/08/2015 5:49 PM,09/08/2015 5:55 PM,6343happy,Chrome,44.0.2403.133,Android 5.0,320x534,"Mozilla/5.0 (Linux; Android 5.0; Micromax Q372 Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Mobile Safari/537.36",0,0,94.1,0,9.633,48.26,84.96,5,1,0,1,0,1,0,3,Person A was describing about marketing campaign to person b,Person b was listening about the ideas. Voth of the persons were talking over video calling,15.207,45.69,47.84,7,4,3,4,3,5,2,13.362,28.489,29.027,3,2,3,4,13.782,50.036,51.728,9,3,4,2,3,2,1,3,2,4,4,4,4,Meeting,,,,,,,1.184,10.052,11.773,3,1,2,6,,,NotRepeat,114.341,notoutlier,Meeting,Multitasken
R_XprE7d4lM6lkiTT,sidebyside,main,76.189.57.110,09/09/2015 1:29 AM,09/09/2015 1:32 AM,9346happy,Firefox,40,Windows NT 6.2,1920x1080,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,76.05,0,7.011,29.536,39.711,7,1,0,1,0,1,0,3,Staring at screen. She was very focused.,She was fidgeting. She was not paying attention.,3.296,15.009,16.629,6,2,2,4,4,5,1,3.971,10.06,11.685,3,1,1,4,5.041,20.555,22.396,9,2,2,2,2,3,3,4,3.33333333,2,2,2,2,Meeting/Work,,,,,,,1.914,5.384,6.747,3,1,3,3,,,NotRepeat,48.772,notoutlier,NotMeeting,Multitasken
R_3KUzmytaSFpMp5Z,sidebyside,control,173.89.138.144,09/08/2015 4:12 PM,09/08/2015 4:17 PM,2946happy,Firefox,40,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,0,0,75.029,0,8.335,48.879,94.043,4,1,0,1,-1,0,0,1,interacting through online chat about advertising.,sitting their and giving feedback to person a,7.816,28.298,29.71,6,4,3,2,2,5,2,14.275,29.979,30.827,3,2,2,1,14.238,45.486,49.304,9,3,2,2,2.33333333,3,2,4,3,2,1,1.5,2,Meeting/Work,,,,,,,1.446,9.578,11.123,3,1,4,1,44.1842957,-88.530502,NotRepeat,93.137,notoutlier,NotMeeting,NotMultitasken
R_3MsAwMMSSJoxyKG,sidebyside,control,70.188.111.157,09/08/2015 4:23 PM,09/08/2015 4:29 PM,8286happy,Firefox,40,Windows NT 10.0,1600x900,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,77.303,77.303,79.48,1,6.81,100.907,103.642,6,1,0,1,0,1,0,3,person A was sitting in a chair telling person B about a few market ideas.,person was sitting a chair listen to person A tell them about marketing strategies.,16.639,32.444,34.325,6,2,2,3,3,5,1,13.773,24.441,25.839,4,2,2,1,8.151,30.611,32.426,10,1,1,1,1,1,1,1,1,1,1,1,3,Meeting/Work,,,,,,,1.858,12.578,14.776,3,2,3,2,29.9123993,-92.210999,NotRepeat,85.527,notoutlier,NotMeeting,NotMultitasken
R_1ffUcQb33uCAQ0P,sidebyside,control,199.115.115.215,09/08/2015 4:40 PM,09/08/2015 4:42 PM,5274happy,Chrome,45.0.2454.85,Windows NT 6.1,1920x1080,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,63.586,0,2.043,5.819,12.336,4,1,0,1,0,1,0,3,dfhsfj dbusdfhs dsfjskh,BDSFJSBF DSFJDSF,1.47,4.175,5.054,7,2,3,4,5,4,3,0.894,1.742,2.511,3,1,4,3,1.639,4.958,5.625,9,1,5,4,3.33333333,3,3,2,2.66666667,2,1,1.5,4,Work,,,,,,,1.076,4.436,5.423,3,1,3,2,38.7931976,-77.536598,NotRepeat,19.102,notoutlier,NotMeeting,NotMultitasken
R_12b7btwkYn4ct7x,sidebyside,control,98.228.76.75,09/08/2015 4:41 PM,09/08/2015 4:56 PM,3746happy,Chrome,45.0.2454.85,Windows NT 6.1,1366x768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,73.74,0,3.62,28.337,39.847,6,1,0,1,0,1,0,3,Talking about the different locations,She was agreeing and clearly listening to,5.704,16.217,17.463,7,3,3,4,5,5,1,4.691,11.922,12.996,4,1,1,1,4.675,17.86,18.688,10,3,3,2,2.66666667,4,2,3,3,1,1,1,2,Meeting/Work,,,,,,,1.184,8.4,10.057,3,2,3,4,41.5583038,-87.661201,NotRepeat,50.208,notoutlier,NotMeeting,NotMultitasken
R_2vbHZnj28bTasDV,sidebyside,control,216.175.9.192,09/08/2015 5:09 PM,09/08/2015 5:14 PM,8990happy,Chrome,45.0.2454.85,Windows NT 6.3,1366x768,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",16.837,16.837,75.51,1,4.21,32.942,42.379,4,1,-1,1,0,0,0,1,"Sitting and talking but her speech was in a very low tone, She was taking the lead in the conversation","Sitting and talking as well, less attentive perhaps, but much louder voice",3.847,16.085,17.308,6,5,5,2,1,5,4,0.372,14.645,16.049,4,4,4,4,6.158,18.947,20.8,9,2,3,1,2,2,1,2,1.66666667,5,4,4.5,5,Meeting,,,,,,,4.611,15.645,18.896,4,1,3,5,38.9584045,-89.691299,NotRepeat,61.004,notoutlier,Meeting,NotMultitasken
R_1mr4e9KEN6dErIP,sidebyside,control,106.194.21.143,09/08/2015 5:17 PM,09/08/2015 5:32 PM,4869happy,Chrome,30.0.1599.114,Android 5.0.2,360x640,"Mozilla/5.0 (Linux; Android 5.0.2; Mi 4i Build/LRX22G; en-gb) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Mobile Safari/537.36 Puffin/4.3.0.1852AP",0,0,128.778,0,461.154,519.705,535.261,7,1,0,1,0,1,0,3,person a was asking opinion,person b was listening to her,21.252,61.331,63.726,6,5,3,2,2,4,3,22.329,37.683,39.704,3,2,3,2,16.119,74.116,75.908,11,2,3,3,2.66666667,2,3,4,3,4,2,3,4,Meeting,,,,,,,2.677,14.135,16.946,3,1,3,4,18.9750061,72.8258057,NotRepeat,159.58,notoutlier,Meeting,NotMultitasken
R_3DeFLuBZu7QHFVf,sidebyside,control,50.118.172.172,09/08/2015 5:30 PM,09/08/2015 5:34 PM,3414happy,Chrome,45.0.2454.85,Windows NT 6.1,1280x1024,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",0,0,64.157,0,6.8,75.906,76.899,7,1,0,1,0,1,0,3,giving ideas for a marketing campaign,It seems clueless,5.817,27.977,28.366,9,2,2,4,1,4,2,3.249,10.859,15.369,3,2,2,4,6.118,22.49,23.28,10,2,4,4,3.33333333,4,4,4,4,2,2,2,4,Meeting/Work,,,,,,,1.508,6.637,8.238,4,1,3,1,37.3338013,-121.89149,NotRepeat,62.884,notoutlier,NotMeeting,NotMultitasken
R_xzauMLGAfCC0jYd,sidebyside,control,71.197.72.230,09/08/2015 5:32 PM,09/08/2015 5:37 PM,5822happy,MSIE,11,Windows NT 6.3,1607x904,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; McAfee; rv:11.0) like Gecko,71.701,72.84,74.418,2,0.748,53.064,92.741,6,1,0,1,0,1,0,3,talking and reading from notes. She was speaking with person b. They were video chatting.,Person b was listening to person a. Person a and person b were discussing plans for advertising.,4.544,20.232,21.457,6,2,1,5,4,5,2,7.304,12.68,13.838,3,2,2,2,2.832,36.437,37.602,14,4,3,4,3.66666667,3,3,4,3.33333333,2,2,2,2,Work,,,,,,,1.967,10.594,11.282,6,1,3,1,39.0529022,-121.73289,NotRepeat,73.341,notoutlier,NotMeeting,NotMultitasken
R_1jy7qT5ZJtPfKCU,sidebyside,control,66.87.114.94,09/08/2015 5:41 PM,09/08/2015 5:48 PM,6809happy,Chrome,45.0.2454.84,Android 5.1.1,400x640,"Mozilla/5.0 (Linux; Android 5.1.1; SM-N915P Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36",0,0,82.045,0,5.579,114.192,151.981,9,1,0,1,0,1,0,3,"Person A was talking to person B about the campaign. She would look at the camera, but also not quite while she was talking.","Person B was mostly quiet while person A talked. Not much more then a few ""mhms"" to show she was listening.",13.726,51.335,54.064,6,4,3,2,2,5,2,12.042,26.721,28.354,3,4,3,3,14.029,47.484,49.621,9,3,3,2,2.66666667,3,2,3,2.66666667,3,2,2.5,4,Meeting/Work,,,,,,,1.54,10.83,12.817,4,2,2,1,42.387207,-83.190598,NotRepeat,119.502,notoutlier,NotMeeting,NotMultitasken
R_2dGuuRRRdg8Wwh7,sidebyside,control,68.193.104.102,09/08/2015 6:02 PM,09/08/2015 6:06 PM,5336happy,Chrome,45.0.2454.85,Windows NT 10.0,1366x768,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",68.553,68.553,72.525,1,3.783,17.054,50.772,7,1,-1,1,0,0,0,1,explaining where her ads were going to be,nothing much they were jus agreeing and nodding along with what person A was saying,3.428,16.263,17.184,6,1,1,5,5,5,1,6.428,13.127,13.773,3,1,1,4,4.798,27.911,28.648,10,4,4,4,4,5,4,5,4.66666667,2,3,2.5,1,Meeting/Work,,,,,,,1.473,11.169,12.016,5,2,3,6,40.8529053,-73.913902,NotRepeat,60.848,notoutlier,NotMeeting,NotMultitasken
R_1OlDHlDLL12BWqk,sidebyside,control,69.36.65.182,09/08/2015 6:06 PM,09/08/2015 6:11 PM,9708happy,Firefox,40,Windows NT 6.3,1600x900,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,19.337,62.555,71.183,12,8.126,14.091,43.001,3,0,0,1,-1,1,0,1,Stating the locations of which they could pull in the most traffic.,Listening and considering these locations.,10.094,42.515,43.07,8,5,5,3,3,5,3,5.794,12.014,15.213,3,5,3,4,5.526,39.904,40.909,13,4,4,5,4.33333333,4,4,4,4,5,5,5,5,Meeting,,,,,,,1.365,8.893,10.284,4,1,2,7,34.2297974,-118.5995,NotRepeat,97.263,notoutlier,Meeting,NotMultitasken
R_2SrxHJm88rlgg0a,sidebyside,control,64.56.30.251,09/08/2015 6:22 PM,09/08/2015 6:26 PM,4865happy,Chrome,34.0.1847.76,Android 5.0,360x640,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-G870A Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36",0,0,62.093,0,3.479,37.586,58.666,5,1,0,1,0,1,0,3,Talking about potential places to put their campaign,"Couldn't see them, but they were listening and responding to person A",4.115,32.44,33.872,13,4,3,4,4,5,3,10.281,15.808,16.973,3,4,4,4,9.434,32.983,34.251,9,4,4,4,4,4,5,4,4.33333333,4,2,3,4,Meeting/Work,,,,,,,1.552,7.487,8.729,3,2,2,1,30.2142944,-90.940201,NotRepeat,79.852,notoutlier,NotMeeting,NotMultitasken
